frame,theta_ab_deg,delta_deg,kappa,kappa_2d,kappa_ratio_abs,separation_A,J_cm,J_pda_cm,shift_1pa_cm
471,100.415956,39.79202199,1.535966481,-1.590396524,0.9657758035,24.55803258,33.75313493,28.35659199,-6.102332147
472,96.77953253,41.61023374,1.515985787,-1.559024624,0.9723937408,23.98340995,35.09333537,30.04798449,-4.142741882
473,95.60080879,42.19959561,1.528703978,-1.548798474,0.9870257518,24.62753707,32.37330112,27.98423641,-3.159535399
474,97.99301961,41.0034902,1.503329189,-1.569526227,0.9578235542,24.99308946,31.20866238,26.32978231,-4.339641114
475,101.4669152,39.26654239,1.509479053,-1.599401028,0.9437777185,24.35384081,34.27037578,28.57443891,-6.813021131
476,100.4280039,39.78599807,1.498038947,-1.590499927,0.9418667184,24.23579843,34.45289913,28.77425705,-6.235969702
477,98.22772483,40.88613759,1.498201262,-1.57155393,0.9533247534,24.41203306,33.45243159,28.15861695,-4.787305874
478,101.2688761,39.36556196,1.554537337,-1.597706715,0.972980411,24.25167435,35.48929354,29.80087277,-6.935084608
479,97.97525984,41.01237008,1.505812849,-1.569372747,0.9594998081,24.302547,34.0084374,28.68591012,-4.718517414
480,101.5527679,39.22361606,1.509380377,-1.600135167,0.9432830474,24.50495018,33.57506255,28.04724689,-6.724089003
481,99.57243466,40.21378267,1.533063225,-1.583147179,0.9683643091,24.00996111,35.83757186,30.28577601,-5.959586035
482,95.81384486,42.09307757,1.481256267,-1.550648348,0.9552496339,24.60855688,31.98528079,27.17845544,-3.240003254
483,98.34231476,40.82884262,1.488856148,-1.572543479,0.9467821833,24.74502758,32.08741805,26.86840723,-4.655465872
484,97.68960184,41.15519908,1.534236453,-1.566903169,0.9791520521,24.92605293,31.41675023,27.08848824,-4.203760282
485,97.43676888,41.28161556,1.491491992,-1.564715982,0.9532030157,24.89526194,30.97471926,26.43162326,-4.009118721
486,99.70331857,40.14834072,1.527656465,-1.584273236,0.964263254,24.52623208,33.11100869,28.31302103,-5.580743671
487,101.8399554,39.08002231,1.53877196,-1.602589309,0.9601786007,24.89319472,32.51020273,27.27629413,-6.670398466
488,102.262003,38.8689985,1.533432659,-1.606191195,0.9547011985,25.09666544,31.73349576,26.52587108,-6.73963566
489,96.62645753,41.68677124,1.505663811,-1.557697924,0.9665955046,24.71176888,32.25994557,27.28158019,-3.722663805
490,101.6810827,39.15945865,1.564023243,-1.601231988,0.9767624276,24.9861471,32.22838733,27.41563664,-6.525087409
491,99.99420521,40.00289739,1.516313244,-1.586774288,0.955594791,24.37037291,34.25813761,28.64543447,-5.94545097
492,99.76925697,40.11537152,1.549787977,-1.584840369,0.9778826987,25.11077961,31.22426222,26.76361094,-5.298155831
493,96.72698682,41.63650659,1.462574491,-1.558569258,0.9384084044,24.74199666,31.3787731,26.40382054,-3.675662927
494,98.05383513,40.97308244,1.463059549,-1.570051748,0.9318543488,24.53236588,32.51375449,27.09547152,-4.555290656
495,100.5216613,39.73916936,1.53834254,-1.591303621,0.9667184309,24.65151837,33.18944729,28.07857332,-6.060633446
496,96.61522173,41.69238914,1.525000489,-1.557600528,0.9790703473,24.59467051,32.56348404,28.02850712,-3.751347716
497,101.5668205,39.21658974,1.527779482,-1.600255312,0.9547098334,24.75439269,32.85885175,27.53955097,-6.588548875
498,96.6827439,41.65862805,1.525396318,-1.558185806,0.9789566248,24.69496287,32.32928817,27.69558678,-3.762211405
499,99.93803237,40.03098381,1.533174079,-1.586291484,0.9665147259,24.46203862,33.88628163,28.63957277,-5.848195066
500,101.9226609,39.03866955,1.551247559,-1.603295588,0.9675368473,24.43391363,34.44880336,29.07736297,-7.116818821
501,99.72017679,40.13991161,1.471340064,-1.584418243,0.9286311054,24.57119096,32.73444311,27.11986037,-5.526768344
502,103.1201002,38.4399499,1.551587822,-1.613496489,0.9616307393,24.591576,34.18700702,28.52793164,-7.760210556
503,101.5108364,39.2445818,1.540114499,-1.599776632,0.9627059599,24.65380097,33.2946573,28.10310864,-6.644057571
504,102.9626149,38.51869255,1.574842946,-1.612157618,0.9768542033,24.27712395,35.02920472,30.09529137,-7.857584347
505,97.31385904,41.34307048,1.529018117,-1.563652265,0.9778504792,25.01994973,31.26842891,26.69355049,-3.980612651
506,96.87397037,41.56301482,1.509836855,-1.559842907,0.9679416101,24.94931717,31.10217518,26.58318661,-3.722489154
507,96.03188082,41.98405959,1.499335957,-1.552540912,0.9657304006,24.45580931,32.94777954,28.02888668,-3.462212775
508,99.39984847,40.30007576,1.477666192,-1.581661677,0.9342492226,24.61006834,32.41671457,27.1075887,-5.29440652
509,98.0317521,40.98412395,1.50042682,-1.569860933,0.9557705329,24.81729208,31.82088286,26.84136835,-4.446073101
510,102.4671358,38.7664321,1.527742878,-1.607939793,0.9501244291,24.5883598,33.73115776,28.10053568,-7.281868384
511,99.71134388,40.14432806,1.532071153,-1.584342267,0.9670076885,24.60384434,33.09754812,28.12697538,-5.583044471
512,100.3472901,39.82635496,1.483059204,-1.589807111,0.9328548065,24.67043375,32.37955275,27.00729839,-5.815828143
513,99.97432712,40.01283644,1.538960681,-1.586603446,0.9699718511,24.68200006,33.02630335,27.98591345,-5.720383332
514,98.7532486,40.6233757,1.516202085,-1.576089712,0.9620023992,24.55851097,32.88029242,27.99007137,-5.00370399
515,99.10215887,40.44892057,1.512410443,-1.579097636,0.957768797,24.54323454,33.27650695,27.97224249,-5.264186076
516,95.13006767,42.43496617,1.484707697,-1.544708493,0.9611572043,24.31803478,33.4027009,28.22984827,-2.986768865
517,99.42407269,40.28796365,1.492852395,-1.581870227,0.9437262109,24.64953917,32.67289161,27.25482926,-5.349874101
518,98.99909908,40.50045046,1.521722219,-1.578209467,0.9642080158,24.49246861,33.53269888,28.31983453,-5.245149035
519,96.10434552,41.94782724,1.504772459,-1.553169743,0.9688396689,24.75795533,31.83473392,27.11312141,-3.385289218
520,101.2188192,39.3905904,1.501065605,-1.597278271,0.9397646185,24.86653456,31.89827922,26.69358392,-6.206018913
521,106.5393229,36.73033854,1.580897891,-1.642336665,0.9625906337,23.93339328,37.89883519,31.53145401,-10.7887876
522,101.149059,39.4254705,1.519926985,-1.596681059,0.9519289878,24.62909403,33.09511108,27.81828964,-6.399340801
523,99.23135867,40.38432066,1.477822153,-1.580210718,0.9352057523,24.92605835,31.36068959,26.09241999,-5.030926838
524,101.226306,39.38684701,1.522461141,-1.597342356,0.9531213739,24.86260142,32.11191536,27.08691364,-6.251699013
525,103.7334406,38.13327971,1.562398102,-1.618702574,0.9652162951,24.685784,33.62156892,28.39905827,-7.981933561
526,99.43848698,40.28075651,1.511255004,-1.581994315,0.9552847247,24.77122612,32.11641936,27.18618389,-5.266727611
527,94.07056915,42.96471543,1.452434851,-1.535492542,0.9459081119,24.84042705,30.3103464,25.91030333,-2.151582492
528,103.9182893,38.04085534,1.550129146,-1.620268946,0.9567110141,23.96221415,36.98495326,30.8063366,-8.896282671
529,100.2535386,39.8732307,1.49066439,-1.58900216,0.9381135078,24.53003115,33.11710341,27.61458923,-5.894987468
530,102.8494471,38.57527644,1.555826415,-1.611194992,0.9656350864,24.53657925,34.13673499,28.79864824,-7.591667935
531,93.7181723,43.14091385,1.488978224,-1.532424405,0.9716487278,24.87070676,31.10998723,26.46530937,-2.017445662
532,97.06114002,41.46942999,1.521537412,-1.561464207,0.9744299003,24.88797932,31.58337043,26.9877534,-3.882493652
533,96.15698033,41.92150983,1.473713732,-1.553626441,0.9485637559,24.59477585,32.17483072,27.0855422,-3.450843327
534,97.99619533,41.00190233,1.525979332,-1.569553671,0.9722377516,24.5986654,32.90433059,28.03283535,-4.577233999
535,102.1812257,38.90938715,1.531356737,-1.605502256,0.9538178667,24.66494224,33.77525227,27.90545286,-7.126730627
536,92.24737414,43.87631293,1.460587205,-1.519607011,0.9611611386,24.88698515,30.22745939,25.90977464,-1.185340231
537,99.5557788,40.2221106,1.556976771,-1.58300385,0.9835584237,24.21937409,34.91549426,29.96721591,-5.796240893
538,95.39370626,42.30314687,1.512104626,-1.546999477,0.9774435278,24.72280728,32.01201321,27.36160074,-3.00909575
539,96.53223881,41.7338806,1.509951064,-1.556881126,0.9698563612,24.86940923,31.7055822,26.84228453,-3.606898438
540,97.33882006,41.33058997,1.507349306,-1.563868313,0.9638594844,24.39569323,33.62713507,28.3875181,-4.295416756
541,96.25906259,41.87046871,1.491166642,-1.554512053,0.9592506146,24.76599241,31.56128962,26.84182146,-3.440941364
542,101.1790653,39.41046736,1.540935812,-1.596937958,0.9649315451,24.59239547,33.72589011,28.32924863,-6.538637869
543,99.54942778,40.22528611,1.498307562,-1.582949195,0.9465291536,24.73513444,32.39959664,27.0714274,-5.375040942
544,102.6528301,38.67358494,1.531028178,-1.609521501,0.951231889,24.68617655,33.37913523,27.82753268,-7.311465986
545,99.12625569,40.43687216,1.493976463,-1.579305266,0.9459706719,24.69702615,32.33023245,27.11831997,-5.127915343
546,98.18546999,40.90726501,1.497728176,-1.571188963,0.9532450977,24.58028005,32.81242994,27.5756355,-4.671765698
547,97.44666938,41.27666531,1.480784777,-1.564801652,0.9463082911,24.31400072,33.71570066,28.16927538,-4.369666199
548,99.63448254,40.18275873,1.51525543,-1.583681061,0.9567933007,24.28970443,34.41912595,28.91160279,-5.760457964
549,102.8120884,38.59395578,1.565044301,-1.610877116,0.9715479131,24.28051244,35.6884691,29.89551919,-7.914069077
550,103.1213225,38.43933876,1.509083324,-1.613506877,0.935281619,24.63684663,33.44039931,27.59375918,-7.591430591
551,101.5191932,39.24040339,1.555207785,-1.599848092,0.9720971594,24.8535071,32.94239116,27.69991193,-6.578469785
552,99.64577534,40.17711233,1.528462227,-1.583778218,0.9650733981,24.55295026,33.69210626,28.23557707,-5.645329232
553,98.70592982,40.64703509,1.529539255,-1.575681562,0.9707159693,24.31307969,34.43101056,29.10004875,-5.211585305
554,96.9731902,41.5134049,1.505370549,-1.560702449,0.9645467971,24.52050502,32.95772222,27.91953581,-4.001228923
555,97.47523103,41.26238449,1.47583949,-1.565048789,0.9429990297,25.06359291,30.80915312,25.63079946,-4.00819621
556,95.98431964,42.00784018,1.483965679,-1.552128142,0.9560845127,24.39274854,33.10056525,27.95726289,-3.450941954
557,99.26477978,40.36761011,1.500549283,-1.580498581,0.9494151409,24.46166132,33.6622057,28.03144118,-5.419519574
558,95.50523735,42.24738132,1.484793773,-1.54796837,0.959188703,24.20770173,33.93479896,28.6192645,-3.255593997
559,97.27498562,41.36250719,1.506051022,-1.563315776,0.9633696823,24.6900785,32.5543907,27.36057894,-4.122413018
560,101.7997176,39.10014118,1.474750246,-1.602245614,0.9204270764,24.97614639,31.71591386,25.8818427,-6.485626167
561,102.2959439,38.85202805,1.54577506,-1.606480609,0.9622120874,24.66196034,33.56296058,28.17841238,-7.147608981
562,98.61775151,40.69112425,1.472779907,-1.574920837,0.9351453559,24.81773806,31.71681616,26.34536811,-4.752500858
563,102.8906605,38.55466977,1.562628976,-1.611545611,0.9696461368,24.80032875,33.43413878,28.01151314,-7.458862853
564,99.44209294,40.27895353,1.475678483,-1.582025357,0.932778022,24.9785034,31.1017051,25.89080257,-5.102256913
565,100.9942877,39.50285617,1.563443508,-1.595355563,0.979996901,24.66440876,33.85136114,28.49200915,-6.455831231
566,100.503779,39.7481105,1.5048335,-1.591150188,0.9457520168,24.97586672,31.64308974,26.41069051,-5.76854718
567,99.75367739,40.1231613,1.502529842,-1.58470638,0.9481439976,24.95642715,31.84467572,26.43193058,-5.394894376
568,98.67251246,40.66374377,1.513049585,-1.575393287,0.9604265787,24.62259037,32.85436758,27.71436613,-4.953997557
569,99.61642377,40.19178812,1.496933928,-1.583525687,0.9453171109,24.93332989,31.57571934,26.40674016,-5.274767315
570,98.634752,40.682624,1.531857905,-1.575067516,0.9725665022,24.79845663,32.59255913,27.46613395,-4.89328494
571,99.22840903,40.38579548,1.500729047,-1.58018531,0.9497171231,25.1984045,30.78991803,25.64697619,-4.937798272
572,99.35324346,40.32337827,1.487424331,-1.581260405,0.9406574185,24.38739871,33.53819375,28.04086813,-5.450654423
573,102.04078,38.97961002,1.528383125,-1.604303915,0.9526768036,24.96909454,32.25244907,26.84583167,-6.728113393
574,97.74298712,41.12850644,1.476234247,-1.567364825,0.9418574565,24.67880941,32.26164875,26.85565037,-4.346600624
575,101.7330518,39.13347409,1.524117321,-1.60167607,0.9515765079,24.8874992,32.42754196,27.03507827,-6.594210024
576,102.2996474,38.85017628,1.556708347,-1.606512187,0.9689987785,24.57332661,34.20889803,28.68589502,-7.287329099
577,103.829976,38.08501201,1.541452084,-1.619520751,0.9517952043,24.59857082,33.95803774,28.31740245,-8.117380359
578,100.0750718,39.96246409,1.517377012,-1.587469187,0.9558465922,24.74439081,32.46272258,27.38521855,-5.678975874
579,101.9511608,39.02441958,1.547792023,-1.603538919,0.965235084,24.43061009,34.56409727,29.02436162,-7.15745855
580,98.79926825,40.60036587,1.487028405,-1.576486608,0.9432547019,24.89994706,31.5824744,26.33764885,-4.831272653
581,103.3257241,38.33713793,1.528510261,-1.615243321,0.9463034087,24.17568788,35.65510096,29.57909269,-8.218024525
582,98.87819107,40.56090447,1.533541936,-1.57716716,0.9723395052,24.79757242,32.48328722,27.49926996,-5.013286058
583,99.84666518,40.07666741,1.502898717,-1.585506009,0.947898468,24.6427837,32.81721786,27.46081539,-5.61213868
584,101.8846133,39.05769337,1.517075448,-1.6029707,0.9464149584,24.66684482,33.49230922,27.63881284,-6.897453048
585,98.69542947,40.65228526,1.465290163,-1.575590983,0.9299940014,24.55400317,32.52782846,27.06510532,-4.917621084
586,100.2229847,39.88850767,1.5277248,-1.588739772,0.9615953642,24.75713853,32.79646836,27.52940328,-5.820702248
587,101.4571714,39.2714143,1.555417119,-1.599317692,0.972550436,24.37536561,34.50010774,29.36611322,-6.852942179
588,99.05454409,40.47272795,1.502131139,-1.578687324,0.9515064295,24.52613674,33.24959341,27.84026872,-5.232643048
589,101.1912622,39.40436888,1.511860506,-1.597042375,0.9466627367,24.63252778,33.27304127,27.65908366,-6.457789921
590,98.1353449,40.93232755,1.484200284,-1.570755968,0.9448955244,24.71718829,31.80306189,26.87499068,-4.500512847
591,94.71785855,42.64107072,1.492286306,-1.541124574,0.9683099809,25.00560681,30.67680015,26.09714326,-2.523140647
592,99.74044823,40.12977589,1.509479938,-1.5845926,0.9525981242,24.59543158,33.05855414,27.74067424,-5.593018078
593,98.34044134,40.82977933,1.503622008,-1.572527303,0.9561818132,24.60306019,33.02588773,27.60732297,-4.790557147
594,102.4641456,38.76792721,1.51879864,-1.607914314,0.9445768516,24.33666939,34.51924197,28.8117596,-7.450240616
595,100.0429187,39.97854065,1.510883826,-1.587192911,0.9519219847,24.67082941,33.16014544,27.5126758,-5.782659198
596,100.4826705,39.75866477,1.496079648,-1.590969062,0.9403574737,24.64645416,32.94223739,27.32400675,-5.993448884
597,100.0243422,39.98782889,1.505767926,-1.58703328,0.9487941713,24.93232328,31.58593421,26.56579415,-5.498054898
598,97.44276829,41.27861585,1.473884725,-1.564767896,0.9419190724,25.03127495,30.60190519,25.69612378,-3.964041998
599,98.2701253,40.86493735,1.48635646,-1.571920115,0.9455674274,25.05757861,30.51589153,25.83203857,-4.389412886
600,102.4461464,38.77692681,1.564189341,-1.607760938,0.9728992066,24.76286227,33.25347515,28.16694887,-7.166851326
601,99.98786227,40.00606886,1.537803689,-1.586719774,0.9691715661,24.2902533,34.81016769,29.33984242,-6.037459779
602,103.6832289,38.15838555,1.559810071,-1.618276876,0.9638709503,24.52310535,34.41021291,28.92000331,-8.139865006
603,101.1683889,39.41580555,1.528101948,-1.596846556,0.9569497723,24.92404511,32.21845897,26.98669826,-6.240493558
604,104.2524764,37.87376178,1.563166756,-1.623097592,0.9630762583,24.56866922,34.51267403,28.82129035,-8.496854164
605,99.56691477,40.21654261,1.52427039,-1.58309968,0.962839175,24.9043355,32.15007917,26.98299467,-5.34332256
606,104.8564057,37.57179714,1.547790478,-1.628198719,0.9506152166,24.53319041,34.45028218,28.66177561,-8.8329641
607,101.2838469,39.35807656,1.526502167,-1.597834838,0.9553566677,24.71227968,32.73933096,27.65744157,-6.406094302
608,102.0183813,38.99080933,1.54967246,-1.604112742,0.9660620601,25.04291357,32.06094684,26.97977733,-6.675906189
609,101.5891874,39.20540631,1.546706792,-1.600446528,0.9664220362,23.93960799,36.69440346,30.82548359,-7.371650858
610,101.9968027,39.00159865,1.547776868,-1.603928553,0.9649911555,25.15864759,31.59914293,26.57660406,-6.568106416
611,99.57759815,40.21120093,1.528951655,-1.583191612,0.9657401188,24.91503489,31.78862729,27.03100943,-5.28909427
612,97.84627529,41.07686235,1.508127743,-1.568257856,0.9616580192,24.87897866,31.94637471,26.77894702,-4.36118208
613,100.6304667,39.68476665,1.517105652,-1.592236997,0.9528139682,24.19489031,35.20169972,29.28854947,-6.493798175
614,97.29179837,41.35410081,1.483834363,-1.563461311,0.9490700874,24.76823846,31.87684543,26.70257069,-4.045892808
615,98.93772702,40.53113649,1.512124143,-1.577680443,0.958447669,24.41541606,33.85282171,28.40848467,-5.259404356
616,102.3390524,38.8304738,1.545923859,-1.606848142,0.9620846044,24.45582553,34.54910456,28.89975277,-7.38301527
617,100.9806918,39.50965412,1.536273823,-1.595239092,0.9630367205,24.48414293,34.24428133,28.61982159,-6.522788506
618,98.85758143,40.57120928,1.475108252,-1.576989457,0.935395126,24.67670479,32.20335998,26.84203295,-4.958638401
619,97.69483905,41.15258048,1.519988478,-1.566948461,0.9700309336,24.6600373,32.55329236,27.71482355,-4.358785631
620,102.8524001,38.57379993,1.53258792,-1.611220116,0.9511971109,23.81408783,37.39319101,31.02962697,-8.3177501
621,103.3777104,38.31114482,1.544652061,-1.615684725,0.9560355665,24.46173369,34.65845455,28.85505965,-8.018907542
622,102.3740673,38.81296637,1.548824552,-1.607146626,0.963710795,24.09025224,36.18323717,30.29222628,-7.753823551
623,102.5204119,38.73979403,1.534855813,-1.608393706,0.9542786743,24.29686136,35.20528112,29.25971328,-7.63206175
624,100.9068245,39.54658775,1.537239584,-1.594606201,0.9640245863,24.68487736,32.9365443,27.94484125,-6.232002691
625,98.94816306,40.52591847,1.509958655,-1.577770407,0.9570205193,24.54814061,33.15319967,27.91015566,-5.156675683
626,96.60666484,41.69666758,1.526085018,-1.557526351,0.9798132898,24.60205732,32.93380312,28.02318284,-3.789123045
627,107.2967524,36.35162381,1.589188689,-1.648660378,0.963927265,24.24212919,36.58207121,30.50114839,-10.87660908
628,99.58558875,40.20720563,1.522449746,-1.58326037,0.9615915202,24.66073596,32.56085589,27.75734198,-5.422057817
629,103.1713247,38.41433763,1.560121201,-1.613931793,0.9666586949,24.42974054,34.73506909,29.25868378,-7.914857431
630,100.5966094,39.70169532,1.522455725,-1.591946591,0.9563484938,24.73391426,32.29855465,27.51180777,-5.939483998
631,100.4204695,39.78976523,1.542792941,-1.590435263,0.9700444763,24.82312454,32.68569152,27.57981283,-5.91187819
632,101.9786064,39.01069681,1.569557491,-1.603773223,0.9786654799,24.56573209,33.8867044,28.94950247,-7.033065093
633,98.18743724,40.90628138,1.521193224,-1.571205955,0.9681692073,24.97967703,31.22695046,26.68559775,-4.447089672
634,95.80204493,42.09897754,1.509419696,-1.550545903,0.9734763051,24.99458268,30.89383077,26.43171559,-3.12311312
635,99.56541995,40.21729003,1.505745005,-1.583086816,0.9511449335,24.93456882,31.57427282,26.55821319,-5.246811607
636,95.41030581,42.2948471,1.456475744,-1.547143692,0.9413965565,25.39669057,29.05437587,24.3122349,-2.739461088
637,98.26944427,40.86527787,1.477650815,-1.571914234,0.9400327214,24.44601192,32.88129133,27.65672617,-4.729265766
638,103.3944815,38.30275924,1.555048569,-1.615827104,0.9623854956,24.57604699,34.30434336,28.64579512,-7.946745519
639,101.027876,39.48606202,1.509395227,-1.595643281,0.9459477852,24.55423841,33.30634826,27.87896052,-6.371056819
640,101.5849359,39.20753205,1.545544132,-1.600410183,0.9657175067,24.60583723,33.69848044,28.36742923,-6.767341178
641,97.31294147,41.34352927,1.50003721,-1.563644323,0.9593212394,24.76261282,32.15124861,27.01255352,-4.092488895
642,100.9703356,39.51483219,1.520649684,-1.595150371,0.9532955085,24.62038603,33.21719487,27.86105845,-6.321256804
643,98.07012643,40.96493679,1.511734286,-1.570192511,0.962770027,24.73175002,32.15185483,27.32523641,-4.513638853
644,94.89465408,42.55267296,1.459086361,-1.54266198,0.9458237646,25.0550201,29.9684448,25.36586877,-2.557026384
645,102.4197423,38.79012885,1.546418736,-1.607535922,0.9619808273,24.35857453,34.7334761,29.25664376,-7.470192777
646,104.0928927,37.95355364,1.552187534,-1.621747351,0.9571081054,24.56430634,34.03754005,28.63410985,-8.28796066
647,101.3975577,39.30122113,1.488928264,-1.598807778,0.9312740938,25.05755576,30.97762759,25.87680586,-6.121661087
648,99.84239801,40.078801,1.499471391,-1.58546932,0.9457586929,25.19222096,30.33259872,25.64435756,-5.185013154
649,105.2028539,37.39857304,1.533964859,-1.631118623,0.9404373402,24.46994123,34.80989574,28.62659156,-9.128451194
650,100.238874,39.88056299,1.52632358,-1.588876228,0.9606308866,24.8904024,31.91982417,27.06474065,-5.673827144
651,102.8389058,38.58054712,1.550135193,-1.611105303,0.962156347,25.10964626,31.89108776,26.77323205,-7.086537932
652,105.4815761,37.25921193,1.592620423,-1.63346425,0.9749955794,24.73242626,34.1341687,28.78492628,-9.11138245
653,100.3551138,39.82244309,1.525434392,-1.589874274,0.9594685671,24.6503528,33.16932136,27.8469173,-5.962137368
654,98.52035027,40.73982486,1.517663794,-1.57408034,0.9641590429,25.1441629,31.03269971,26.10459973,-4.597825883
655,98.26318611,40.86840694,1.504186891,-1.571860189,0.9569469992,25.04719028,31.00966751,26.17446202,-4.456721124
656,100.3430143,39.82849286,1.521026901,-1.589770404,0.9567588487,24.78034683,32.55036016,27.33177037,-5.844117941
657,103.8827801,38.05860994,1.551551237,-1.619968144,0.9577665106,25.17467479,31.56468639,26.59056251,-7.573513713
658,98.2292778,40.8853611,1.511601532,-1.571567342,0.9618433083,25.20289661,30.77631326,25.81897278,-4.405157896
659,101.3484195,39.32579026,1.559354922,-1.598387386,0.9755800981,25.16333915,31.77841078,26.7604352,-6.253189511
660,100.712455,39.64377251,1.522814808,-1.592940106,0.9559774423,25.02633028,31.69043381,26.56492449,-5.89062455
661,103.1396736,38.43016322,1.571157683,-1.613662834,0.973659212,24.77507984,33.52509907,28.25059474,-7.621115517
662,102.7011338,38.64943312,1.550341542,-1.609932754,0.9629852785,24.90189401,32.5867403,27.4525855,-7.164700214
663,97.28586266,41.35706867,1.47407343,-1.563409931,0.9428579165,24.71119826,32.0644455,26.71103475,-4.066408539
664,101.842284,39.07885802,1.534649845,-1.602609197,0.9575945571,24.95046627,32.31484924,27.01632744,-6.631601488
665,98.75824657,40.62087672,1.511688815,-1.57613282,0.9591125802,25.23624575,30.40353359,25.71823533,-4.629413478
666,104.0560453,37.97197737,1.52716043,-1.621435449,0.941857063,24.52498498,34.06043393,28.30814568,-8.272288177
667,101.0812844,39.45935781,1.53610549,-1.596100709,0.9624113824,24.56630663,33.73562718,28.3305135,-6.48403537
668,103.0931486,38.45342569,1.576585315,-1.613267419,0.9772622294,25.06101311,32.50290927,27.38890159,-7.363041304
669,99.50015201,40.24992399,1.546476443,-1.582525111,0.9772207924,25.150158,31.05419585,26.58117445,-5.125501937
670,102.2669165,38.86654177,1.559123596,-1.606233094,0.9706708206,25.07345492,32.10303423,27.04525077,-6.820809321
671,100.350391,39.82480452,1.500455882,-1.589833731,0.9437816379,25.05910963,31.30306334,26.07229922,-5.624141921
672,103.7784036,38.11079821,1.531327829,-1.619083696,0.9457990543,24.72341921,33.34316049,27.707388,-7.94125359
673,101.7801047,39.10994764,1.524036407,-1.60207807,0.9512872289,24.99605542,31.91447324,26.68295445,-6.515535652
674,98.94981667,40.52509166,1.515640129,-1.577784662,0.9606127918,25.07863666,31.17351175,26.27467393,-4.849642155
675,100.8289459,39.58552707,1.533618419,-1.593938771,0.9621564181,24.18460056,35.39312947,29.64514433,-6.649574194
676,98.33801227,40.83099386,1.471734133,-1.57250633,0.9359161903,25.24551756,29.87163435,25.01091246,-4.33176514
677,103.9310673,38.03446637,1.554204231,-1.620377177,0.9591620102,24.86924455,33.02555559,27.62951858,-7.951046325
678,104.5939878,37.70300612,1.55803906,-1.625983906,0.9582130884,25.10242576,32.36337345,26.93297182,-8.154528388
679,100.8998241,39.55008795,1.542468961,-1.594546214,0.9673403927,24.93520083,32.3983786,27.20387885,-6.126288083
680,99.95376918,40.02311541,1.532304383,-1.58642675,0.9658841059,24.56515488,33.1864926,28.26438458,-5.73640138
681,98.78675046,40.60662477,1.507325218,-1.576378653,0.9561948935,24.8392497,31.72635465,26.89332839,-4.846432473
682,103.4346357,38.28268214,1.524767047,-1.616167956,0.9434459095,24.90648722,32.34092771,26.9847916,-7.513958908
683,100.4733476,39.76332618,1.468394509,-1.590889062,0.9230024548,24.91529701,31.14842348,25.95957365,-5.662101982
684,101.7442976,39.12785118,1.526738921,-1.601772155,0.9531561127,24.68122343,32.92996724,27.76628239,-6.702707481
685,104.0725775,37.96371123,1.558291183,-1.621575396,0.960973623,24.28122268,35.49990119,29.76390898,-8.631829062
686,102.1954701,38.90226497,1.549800885,-1.605623759,0.9652329043,24.52425848,33.83823503,28.73037268,-7.148243195
687,102.0873858,38.95630711,1.553771874,-1.604701645,0.9682621558,25.0005935,32.23812044,27.18875425,-6.750768463
688,103.9100048,38.04499762,1.551327711,-1.620198771,0.9574922157,24.70781857,33.28561574,28.12246267,-8.001780189
689,103.6737132,38.16314338,1.543183558,-1.618196192,0.95364429,24.00260725,36.75883831,30.51373293,-8.689509411
690,102.3853449,38.80732754,1.542920442,-1.607242754,0.9599797158,24.4812578,34.13774752,28.7538075,-7.322052096
691,103.998583,38.00070852,1.552799572,-1.620948949,0.9579571105,24.92447138,32.83596513,27.42145809,-7.942950948
692,96.98757056,41.50621472,1.448758088,-1.560827011,0.9281990108,24.85062682,30.64427389,25.81290246,-3.727999198
693,97.98623806,41.00688097,1.444171262,-1.569467622,0.9201663302,25.11195766,29.67825406,24.93618418,-4.12335545
694,100.7854215,39.60728927,1.512699529,-1.593565686,0.9492545817,24.67104297,32.85960624,27.54502381,-6.149063195
695,104.6567726,37.67161371,1.55405689,-1.626514053,0.9554524826,24.68708234,33.6219213,28.24298701,-8.507291095
696,104.8859577,37.55702117,1.565532267,-1.62844797,0.9613646215,24.76488983,33.32250521,28.18420778,-8.56041633
697,102.6760856,38.66195718,1.519267842,-1.609719506,0.9438090528,24.56558354,33.765379,28.02244982,-7.409441418
698,100.341081,39.82945948,1.495984429,-1.589753807,0.9410164157,24.80709503,32.06267809,26.79491306,-5.755494841
699,99.90594011,40.04702994,1.503202159,-1.586015615,0.9477852201,24.92254307,31.53372937,26.55176127,-5.424786254
700,100.9960496,39.50197521,1.528834913,-1.595370657,0.958294492,24.70415771,33.15531801,27.72703612,-6.324088917
701,101.7500474,39.12497629,1.567193141,-1.601821281,0.9783820203,24.7619156,33.18738948,28.22427629,-6.758364998
702,105.6752696,37.16236518,1.558785351,-1.635092449,0.9533316312,24.4456742,35.41874489,29.17650501,-9.569609964
703,100.6386987,39.68065067,1.552590863,-1.592307601,0.9750571198,24.56489548,33.95392737,28.6394896,-6.268411158
704,102.9808001,38.50959993,1.5497373,-1.612312265,0.9611893015,24.99101747,32.34760309,27.14934031,-7.26606513
705,100.6793758,39.66031212,1.519124093,-1.592656451,0.9538303707,24.74925791,32.63603756,27.40057755,-6.047878804
706,101.3188201,39.34058995,1.512362673,-1.598134119,0.9463302578,25.0148308,31.7105898,26.41899245,-6.223781616
