wavenumber_cm,absorption,cd
17787.2626,2.18997544e-03,-1.42158621e+02
17787.7127,2.19330024e-03,-1.42457774e+02
17788.1628,2.19663268e-03,-1.42757768e+02
17788.6129,2.19997279e-03,-1.43058607e+02
17789.0630,2.20332057e-03,-1.43360292e+02
17789.5131,2.20667607e-03,-1.43662827e+02
17789.9632,2.21003930e-03,-1.43966215e+02
17790.4134,2.21341029e-03,-1.44270459e+02
17790.8635,2.21678906e-03,-1.44575561e+02
17791.3136,2.22017563e-03,-1.44881526e+02
17791.7637,2.22357004e-03,-1.45188356e+02
17792.2138,2.22697230e-03,-1.45496055e+02
17792.6639,2.23038243e-03,-1.45804624e+02
17793.1140,2.23380047e-03,-1.46114067e+02
17793.5641,2.23722644e-03,-1.46424388e+02
17794.0143,2.24066036e-03,-1.46735590e+02
17794.4644,2.24410225e-03,-1.47047675e+02
17794.9145,2.24755214e-03,-1.47360647e+02
17795.3646,2.25101007e-03,-1.47674509e+02
17795.8147,2.25447604e-03,-1.47989263e+02
17796.2648,2.25795009e-03,-1.48304914e+02
17796.7149,2.26143224e-03,-1.48621465e+02
17797.1650,2.26492252e-03,-1.48938918e+02
17797.6152,2.26842095e-03,-1.49257277e+02
17798.0653,2.27192756e-03,-1.49576546e+02
17798.5154,2.27544237e-03,-1.49896726e+02
17798.9655,2.27896541e-03,-1.50217822e+02
17799.4156,2.28249670e-03,-1.50539837e+02
17799.8657,2.28603628e-03,-1.50862775e+02
17800.3158,2.28958416e-03,-1.51186637e+02
17800.7659,2.29314038e-03,-1.51511429e+02
17801.2161,2.29670495e-03,-1.51837153e+02
17801.6662,2.30027791e-03,-1.52163812e+02
17802.1163,2.30385929e-03,-1.52491410e+02
17802.5664,2.30744910e-03,-1.52819950e+02
17803.0165,2.31104737e-03,-1.53149436e+02
17803.4666,2.31465414e-03,-1.53479871e+02
17803.9167,2.31826943e-03,-1.53811259e+02
17804.3668,2.32189326e-03,-1.54143602e+02
17804.8170,2.32552567e-03,-1.54476905e+02
17805.2671,2.32916667e-03,-1.54811170e+02
17805.7172,2.33281630e-03,-1.55146402e+02
17806.1673,2.33647459e-03,-1.55482604e+02
17806.6174,2.34014156e-03,-1.55819778e+02
17807.0675,2.34381724e-03,-1.56157930e+02
17807.5176,2.34750165e-03,-1.56497062e+02
17807.9677,2.35119483e-03,-1.56837178e+02
17808.4179,2.35489680e-03,-1.57178281e+02
17808.8680,2.35860760e-03,-1.57520376e+02
17809.3181,2.36232724e-03,-1.57863465e+02
17809.7682,2.36605576e-03,-1.58207552e+02
17810.2183,2.36979319e-03,-1.58552641e+02
17810.6684,2.37353955e-03,-1.58898736e+02
17811.1185,2.37729488e-03,-1.59245840e+02
17811.5686,2.38105919e-03,-1.59593957e+02
17812.0188,2.38483253e-03,-1.59943091e+02
17812.4689,2.38861491e-03,-1.60293245e+02
17812.9190,2.39240638e-03,-1.60644423e+02
17813.3691,2.39620695e-03,-1.60996629e+02
17813.8192,2.40001666e-03,-1.61349866e+02
17814.2693,2.40383554e-03,-1.61704139e+02
17814.7194,2.40766361e-03,-1.62059451e+02
17815.1695,2.41150091e-03,-1.62415806e+02
17815.6197,2.41534746e-03,-1.62773208e+02
17816.0698,2.41920330e-03,-1.63131660e+02
17816.5199,2.42306845e-03,-1.63491167e+02
17816.9700,2.42694295e-03,-1.63851732e+02
17817.4201,2.43082682e-03,-1.64213359e+02
17817.8702,2.43472010e-03,-1.64576053e+02
17818.3203,2.43862282e-03,-1.64939817e+02
17818.7704,2.44253500e-03,-1.65304655e+02
17819.2206,2.44645669e-03,-1.65670571e+02
17819.6707,2.45038790e-03,-1.66037569e+02
17820.1208,2.45432867e-03,-1.66405653e+02
17820.5709,2.45827903e-03,-1.66774827e+02
17821.0210,2.46223902e-03,-1.67145095e+02
17821.4711,2.46620865e-03,-1.67516462e+02
17821.9212,2.47018798e-03,-1.67888930e+02
17822.3713,2.47417702e-03,-1.68262505e+02
17822.8215,2.47817581e-03,-1.68637190e+02
17823.2716,2.48218437e-03,-1.69012990e+02
17823.7217,2.48620276e-03,-1.69389909e+02
17824.1718,2.49023098e-03,-1.69767950e+02
17824.6219,2.49426908e-03,-1.70147119e+02
17825.0720,2.49831710e-03,-1.70527418e+02
17825.5221,2.50237505e-03,-1.70908854e+02
17825.9722,2.50644298e-03,-1.71291429e+02
17826.4224,2.51052092e-03,-1.71675148e+02
17826.8725,2.51460889e-03,-1.72060015e+02
17827.3226,2.51870694e-03,-1.72446035e+02
17827.7727,2.52281510e-03,-1.72833211e+02
17828.2228,2.52693340e-03,-1.73221549e+02
17828.6729,2.53106187e-03,-1.73611053e+02
17829.1230,2.53520055e-03,-1.74001726e+02
17829.5731,2.53934947e-03,-1.74393574e+02
17830.0233,2.54350866e-03,-1.74786600e+02
17830.4734,2.54767816e-03,-1.75180810e+02
17830.9235,2.55185801e-03,-1.75576207e+02
17831.3736,2.55604823e-03,-1.75972797e+02
17831.8237,2.56024887e-03,-1.76370583e+02
17832.2738,2.56445995e-03,-1.76769570e+02
17832.7239,2.56868152e-03,-1.77169763e+02
17833.1740,2.57291360e-03,-1.77571166e+02
17833.6242,2.57715623e-03,-1.77973784e+02
17834.0743,2.58140945e-03,-1.78377622e+02
17834.5244,2.58567329e-03,-1.78782683e+02
17834.9745,2.58994779e-03,-1.79188973e+02
17835.4246,2.59423298e-03,-1.79596497e+02
17835.8747,2.59852890e-03,-1.80005258e+02
17836.3248,2.60283559e-03,-1.80415262e+02
17836.7749,2.60715307e-03,-1.80826514e+02
17837.2251,2.61148140e-03,-1.81239017e+02
17837.6752,2.61582060e-03,-1.81652778e+02
17838.1253,2.62017071e-03,-1.82067801e+02
17838.5754,2.62453176e-03,-1.82484090e+02
17839.0255,2.62890380e-03,-1.82901650e+02
17839.4756,2.63328686e-03,-1.83320487e+02
17839.9257,2.63768098e-03,-1.83740605e+02
17840.3758,2.64208619e-03,-1.84162009e+02
17840.8260,2.64650254e-03,-1.84584703e+02
17841.2761,2.65093006e-03,-1.85008694e+02
17841.7262,2.65536879e-03,-1.85433986e+02
17842.1763,2.65981876e-03,-1.85860583e+02
17842.6264,2.66428002e-03,-1.86288491e+02
17843.0765,2.66875260e-03,-1.86717716e+02
17843.5266,2.67323654e-03,-1.87148261e+02
17843.9767,2.67773188e-03,-1.87580132e+02
17844.4269,2.68223866e-03,-1.88013335e+02
17844.8770,2.68675692e-03,-1.88447873e+02
17845.3271,2.69128669e-03,-1.88883753e+02
17845.7772,2.69582802e-03,-1.89320980e+02
17846.2273,2.70038095e-03,-1.89759559e+02
17846.6774,2.70494551e-03,-1.90199495e+02
17847.1275,2.70952175e-03,-1.90640793e+02
17847.5776,2.71410970e-03,-1.91083458e+02
17848.0278,2.71870941e-03,-1.91527497e+02
17848.4779,2.72332091e-03,-1.91972914e+02
17848.9280,2.72794425e-03,-1.92419714e+02
17849.3781,2.73257946e-03,-1.92867903e+02
17849.8282,2.73722659e-03,-1.93317487e+02
17850.2783,2.74188568e-03,-1.93768470e+02
17850.7284,2.74655677e-03,-1.94220859e+02
17851.1785,2.75123990e-03,-1.94674658e+02
17851.6287,2.75593511e-03,-1.95129874e+02
17852.0788,2.76064245e-03,-1.95586511e+02
17852.5289,2.76536195e-03,-1.96044575e+02
17852.9790,2.77009366e-03,-1.96504072e+02
17853.4291,2.77483762e-03,-1.96965008e+02
17853.8792,2.77959388e-03,-1.97427388e+02
17854.3293,2.78436247e-03,-1.97891218e+02
17854.7794,2.78914343e-03,-1.98356503e+02
17855.2296,2.79393682e-03,-1.98823249e+02
17855.6797,2.79874267e-03,-1.99291462e+02
17856.1298,2.80356103e-03,-1.99761147e+02
17856.5799,2.80839194e-03,-2.00232311e+02
17857.0300,2.81323545e-03,-2.00704960e+02
17857.4801,2.81809159e-03,-2.01179098e+02
17857.9302,2.82296042e-03,-2.01654732e+02
17858.3803,2.82784197e-03,-2.02131869e+02
17858.8305,2.83273630e-03,-2.02610513e+02
17859.2806,2.83764344e-03,-2.03090671e+02
17859.7307,2.84256345e-03,-2.03572348e+02
17860.1808,2.84749636e-03,-2.04055551e+02
17860.6309,2.85244222e-03,-2.04540286e+02
17861.0810,2.85740108e-03,-2.05026559e+02
17861.5311,2.86237298e-03,-2.05514376e+02
17861.9812,2.86735797e-03,-2.06003743e+02
17862.4314,2.87235610e-03,-2.06494667e+02
17862.8815,2.87736741e-03,-2.06987152e+02
17863.3316,2.88239194e-03,-2.07481207e+02
17863.7817,2.88742975e-03,-2.07976836e+02
17864.2318,2.89248088e-03,-2.08474046e+02
17864.6819,2.89754538e-03,-2.08972844e+02
17865.1320,2.90262329e-03,-2.09473236e+02
17865.5821,2.90771467e-03,-2.09975228e+02
17866.0323,2.91281956e-03,-2.10478827e+02
17866.4824,2.91793800e-03,-2.10984038e+02
17866.9325,2.92307006e-03,-2.11490869e+02
17867.3826,2.92821577e-03,-2.11999327e+02
17867.8327,2.93337518e-03,-2.12509416e+02
17868.2828,2.93854835e-03,-2.13021145e+02
17868.7329,2.94373532e-03,-2.13534519e+02
17869.1830,2.94893613e-03,-2.14049545e+02
17869.6332,2.95415085e-03,-2.14566231e+02
17870.0833,2.95937952e-03,-2.15084582e+02
17870.5334,2.96462219e-03,-2.15604605e+02
17870.9835,2.96987891e-03,-2.16126307e+02
17871.4336,2.97514973e-03,-2.16649695e+02
17871.8837,2.98043470e-03,-2.17174776e+02
17872.3338,2.98573388e-03,-2.17701556e+02
17872.7839,2.99104730e-03,-2.18230042e+02
17873.2341,2.99637503e-03,-2.18760242e+02
17873.6842,3.00171712e-03,-2.19292162e+02
17874.1343,3.00707361e-03,-2.19825809e+02
17874.5844,3.01244457e-03,-2.20361190e+02
17875.0345,3.01783003e-03,-2.20898312e+02
17875.4846,3.02323006e-03,-2.21437183e+02
17875.9347,3.02864470e-03,-2.21977809e+02
17876.3848,3.03407402e-03,-2.22520197e+02
17876.8350,3.03951805e-03,-2.23064356e+02
17877.2851,3.04497687e-03,-2.23610291e+02
17877.7352,3.05045051e-03,-2.24158010e+02
17878.1853,3.05593903e-03,-2.24707521e+02
17878.6354,3.06144250e-03,-2.25258831e+02
17879.0855,3.06696095e-03,-2.25811947e+02
17879.5356,3.07249445e-03,-2.26366877e+02
17879.9857,3.07804305e-03,-2.26923627e+02
17880.4359,3.08360681e-03,-2.27482206e+02
17880.8860,3.08918578e-03,-2.28042621e+02
17881.3361,3.09478002e-03,-2.28604880e+02
17881.7862,3.10038958e-03,-2.29168989e+02
17882.2363,3.10601452e-03,-2.29734957e+02
17882.6864,3.11165489e-03,-2.30302792e+02
17883.1365,3.11731076e-03,-2.30872501e+02
17883.5866,3.12298218e-03,-2.31444091e+02
17884.0368,3.12866920e-03,-2.32017571e+02
17884.4869,3.13437189e-03,-2.32592948e+02
17884.9370,3.14009029e-03,-2.33170231e+02
17885.3871,3.14582448e-03,-2.33749427e+02
17885.8372,3.15157450e-03,-2.34330543e+02
17886.2873,3.15734042e-03,-2.34913589e+02
17886.7374,3.16312229e-03,-2.35498571e+02
17887.1875,3.16892018e-03,-2.36085499e+02
17887.6377,3.17473414e-03,-2.36674380e+02
17888.0878,3.18056423e-03,-2.37265222e+02
17888.5379,3.18641051e-03,-2.37858033e+02
17888.9880,3.19227305e-03,-2.38452822e+02
17889.4381,3.19815189e-03,-2.39049597e+02
17889.8882,3.20404712e-03,-2.39648365e+02
17890.3383,3.20995877e-03,-2.40249137e+02
17890.7884,3.21588692e-03,-2.40851919e+02
17891.2386,3.22183163e-03,-2.41456720e+02
17891.6887,3.22779295e-03,-2.42063549e+02
17892.1388,3.23377095e-03,-2.42672414e+02
17892.5889,3.23976570e-03,-2.43283323e+02
17893.0390,3.24577726e-03,-2.43896286e+02
17893.4891,3.25180568e-03,-2.44511311e+02
17893.9392,3.25785103e-03,-2.45128407e+02
17894.3893,3.26391338e-03,-2.45747581e+02
17894.8395,3.26999279e-03,-2.46368844e+02
17895.2896,3.27608932e-03,-2.46992204e+02
17895.7397,3.28220303e-03,-2.47617669e+02
17896.1898,3.28833400e-03,-2.48245248e+02
17896.6399,3.29448229e-03,-2.48874952e+02
17897.0900,3.30064796e-03,-2.49506787e+02
17897.5401,3.30683108e-03,-2.50140764e+02
17897.9902,3.31303171e-03,-2.50776892e+02
17898.4404,3.31924992e-03,-2.51415179e+02
17898.8905,3.32548578e-03,-2.52055635e+02
17899.3406,3.33173935e-03,-2.52698269e+02
17899.7907,3.33801070e-03,-2.53343091e+02
17900.2408,3.34429991e-03,-2.53990109e+02
17900.6909,3.35060702e-03,-2.54639333e+02
17901.1410,3.35693213e-03,-2.55290772e+02
17901.5911,3.36327528e-03,-2.55944436e+02
17902.0413,3.36963656e-03,-2.56600334e+02
17902.4914,3.37601603e-03,-2.57258476e+02
17902.9415,3.38241375e-03,-2.57918871e+02
17903.3916,3.38882981e-03,-2.58581529e+02
17903.8417,3.39526427e-03,-2.59246460e+02
17904.2918,3.40171720e-03,-2.59913673e+02
17904.7419,3.40818867e-03,-2.60583179e+02
17905.1920,3.41467875e-03,-2.61254987e+02
17905.6422,3.42118752e-03,-2.61929106e+02
17906.0923,3.42771504e-03,-2.62605547e+02
17906.5424,3.43426139e-03,-2.63284321e+02
17906.9925,3.44082664e-03,-2.63965436e+02
17907.4426,3.44741086e-03,-2.64648903e+02
17907.8927,3.45401413e-03,-2.65334732e+02
17908.3428,3.46063652e-03,-2.66022934e+02
17908.7929,3.46727810e-03,-2.66713518e+02
17909.2431,3.47393895e-03,-2.67406495e+02
17909.6932,3.48061915e-03,-2.68101875e+02
17910.1433,3.48731876e-03,-2.68799669e+02
17910.5934,3.49403786e-03,-2.69499887e+02
17911.0435,3.50077654e-03,-2.70202539e+02
17911.4936,3.50753485e-03,-2.70907637e+02
17911.9437,3.51431289e-03,-2.71615191e+02
17912.3938,3.52111073e-03,-2.72325211e+02
17912.8440,3.52792844e-03,-2.73037708e+02
17913.2941,3.53476610e-03,-2.73752693e+02
17913.7442,3.54162380e-03,-2.74470177e+02
17914.1943,3.54850160e-03,-2.75190171e+02
17914.6444,3.55539959e-03,-2.75912686e+02
17915.0945,3.56231784e-03,-2.76637732e+02
17915.5446,3.56925645e-03,-2.77365321e+02
17915.9947,3.57621547e-03,-2.78095464e+02
17916.4449,3.58319501e-03,-2.78828172e+02
17916.8950,3.59019513e-03,-2.79563457e+02
17917.3451,3.59721592e-03,-2.80301329e+02
17917.7952,3.60425745e-03,-2.81041801e+02
17918.2453,3.61131982e-03,-2.81784883e+02
17918.6954,3.61840310e-03,-2.82530586e+02
17919.1455,3.62550737e-03,-2.83278924e+02
17919.5956,3.63263273e-03,-2.84029907e+02
17920.0458,3.63977924e-03,-2.84783546e+02
17920.4959,3.64694701e-03,-2.85539854e+02
17920.9460,3.65413610e-03,-2.86298842e+02
17921.3961,3.66134660e-03,-2.87060523e+02
17921.8462,3.66857861e-03,-2.87824907e+02
17922.2963,3.67583220e-03,-2.88592008e+02
17922.7464,3.68310746e-03,-2.89361837e+02
17923.1965,3.69040448e-03,-2.90134406e+02
17923.6467,3.69772334e-03,-2.90909728e+02
17924.0968,3.70506413e-03,-2.91687814e+02
17924.5469,3.71242695e-03,-2.92468678e+02
17924.9970,3.71981187e-03,-2.93252330e+02
17925.4471,3.72721898e-03,-2.94038785e+02
17925.8972,3.73464838e-03,-2.94828054e+02
17926.3473,3.74210015e-03,-2.95620149e+02
17926.7974,3.74957439e-03,-2.96415085e+02
17927.2476,3.75707118e-03,-2.97212872e+02
17927.6977,3.76459061e-03,-2.98013524e+02
17928.1478,3.77213278e-03,-2.98817054e+02
17928.5979,3.77969778e-03,-2.99623475e+02
17929.0480,3.78728570e-03,-3.00432800e+02
17929.4981,3.79489663e-03,-3.01245041e+02
17929.9482,3.80253066e-03,-3.02060212e+02
17930.3983,3.81018789e-03,-3.02878327e+02
17930.8485,3.81786842e-03,-3.03699397e+02
17931.2986,3.82557233e-03,-3.04523437e+02
17931.7487,3.83329972e-03,-3.05350461e+02
17932.1988,3.84105069e-03,-3.06180480e+02
17932.6489,3.84882533e-03,-3.07013510e+02
17933.0990,3.85662374e-03,-3.07849564e+02
17933.5491,3.86444602e-03,-3.08688655e+02
17933.9992,3.87229226e-03,-3.09530797e+02
17934.4494,3.88016257e-03,-3.10376004e+02
17934.8995,3.88805703e-03,-3.11224289e+02
17935.3496,3.89597575e-03,-3.12075668e+02
17935.7997,3.90391882e-03,-3.12930154e+02
17936.2498,3.91188636e-03,-3.13787761e+02
17936.6999,3.91987845e-03,-3.14648503e+02
17937.1500,3.92789520e-03,-3.15512395e+02
17937.6002,3.93593671e-03,-3.16379450e+02
17938.0503,3.94400309e-03,-3.17249685e+02
17938.5004,3.95209442e-03,-3.18123112e+02
17938.9505,3.96021082e-03,-3.18999747e+02
17939.4006,3.96835240e-03,-3.19879604e+02
17939.8507,3.97651925e-03,-3.20762698e+02
17940.3008,3.98471147e-03,-3.21649044e+02
17940.7509,3.99292918e-03,-3.22538657e+02
17941.2011,4.00117248e-03,-3.23431552e+02
17941.6512,4.00944148e-03,-3.24327744e+02
17942.1013,4.01773627e-03,-3.25227248e+02
17942.5514,4.02605698e-03,-3.26130079e+02
17943.0015,4.03440370e-03,-3.27036253e+02
17943.4516,4.04277655e-03,-3.27945785e+02
17943.9017,4.05117563e-03,-3.28858692e+02
17944.3518,4.05960106e-03,-3.29774987e+02
17944.8020,4.06805294e-03,-3.30694687e+02
17945.2521,4.07653138e-03,-3.31617809e+02
17945.7022,4.08503650e-03,-3.32544366e+02
17946.1523,4.09356841e-03,-3.33474377e+02
17946.6024,4.10212721e-03,-3.34407856e+02
17947.0525,4.11071303e-03,-3.35344820e+02
17947.5026,4.11932597e-03,-3.36285285e+02
17947.9527,4.12796615e-03,-3.37229267e+02
17948.4029,4.13663369e-03,-3.38176783e+02
17948.8530,4.14532869e-03,-3.39127849e+02
17949.3031,4.15405128e-03,-3.40082482e+02
17949.7532,4.16280158e-03,-3.41040699e+02
17950.2033,4.17157969e-03,-3.42002515e+02
17950.6534,4.18038574e-03,-3.42967949e+02
17951.1035,4.18921984e-03,-3.43937017e+02
17951.5536,4.19808211e-03,-3.44909736e+02
17952.0038,4.20697268e-03,-3.45886123e+02
17952.4539,4.21589166e-03,-3.46866196e+02
17952.9040,4.22483918e-03,-3.47849971e+02
17953.3541,4.23381535e-03,-3.48837467e+02
17953.8042,4.24282030e-03,-3.49828701e+02
17954.2543,4.25185415e-03,-3.50823690e+02
17954.7044,4.26091702e-03,-3.51822452e+02
17955.1545,4.27000904e-03,-3.52825005e+02
17955.6047,4.27913033e-03,-3.53831367e+02
17956.0548,4.28828102e-03,-3.54841556e+02
17956.5049,4.29746124e-03,-3.55855591e+02
17956.9550,4.30667110e-03,-3.56873488e+02
17957.4051,4.31591074e-03,-3.57895267e+02
17957.8552,4.32518029e-03,-3.58920947e+02
17958.3053,4.33447987e-03,-3.59950545e+02
17958.7554,4.34380961e-03,-3.60984080e+02
17959.2056,4.35316965e-03,-3.62021572e+02
17959.6557,4.36256011e-03,-3.63063038e+02
17960.1058,4.37198113e-03,-3.64108498e+02
17960.5559,4.38143284e-03,-3.65157972e+02
17961.0060,4.39091536e-03,-3.66211477e+02
17961.4561,4.40042884e-03,-3.67269034e+02
17961.9062,4.40997341e-03,-3.68330662e+02
17962.3563,4.41954920e-03,-3.69396381e+02
17962.8065,4.42915636e-03,-3.70466209e+02
17963.2566,4.43879500e-03,-3.71540167e+02
17963.7067,4.44846528e-03,-3.72618275e+02
17964.1568,4.45816734e-03,-3.73700553e+02
17964.6069,4.46790130e-03,-3.74787020e+02
17965.0570,4.47766731e-03,-3.75877698e+02
17965.5071,4.48746551e-03,-3.76972605e+02
17965.9572,4.49729603e-03,-3.78071763e+02
17966.4074,4.50715904e-03,-3.79175193e+02
17966.8575,4.51705465e-03,-3.80282914e+02
17967.3076,4.52698302e-03,-3.81394948e+02
17967.7577,4.53694430e-03,-3.82511315e+02
17968.2078,4.54693862e-03,-3.83632038e+02
17968.6579,4.55696613e-03,-3.84757136e+02
17969.1080,4.56702698e-03,-3.85886631e+02
17969.5581,4.57712131e-03,-3.87020544e+02
17970.0083,4.58724928e-03,-3.88158897e+02
17970.4584,4.59741103e-03,-3.89301712e+02
17970.9085,4.60760671e-03,-3.90449011e+02
17971.3586,4.61783648e-03,-3.91600815e+02
17971.8087,4.62810048e-03,-3.92757146e+02
17972.2588,4.63839886e-03,-3.93918026e+02
17972.7089,4.64873178e-03,-3.95083478e+02
17973.1590,4.65909939e-03,-3.96253524e+02
17973.6092,4.66950185e-03,-3.97428187e+02
17974.0593,4.67993931e-03,-3.98607490e+02
17974.5094,4.69041193e-03,-3.99791454e+02
17974.9595,4.70091987e-03,-4.00980104e+02
17975.4096,4.71146328e-03,-4.02173462e+02
17975.8597,4.72204232e-03,-4.03371551e+02
17976.3098,4.73265715e-03,-4.04574395e+02
17976.7599,4.74330794e-03,-4.05782017e+02
17977.2101,4.75399484e-03,-4.06994441e+02
17977.6602,4.76471801e-03,-4.08211690e+02
17978.1103,4.77547763e-03,-4.09433789e+02
17978.5604,4.78627385e-03,-4.10660762e+02
17979.0105,4.79710684e-03,-4.11892632e+02
17979.4606,4.80797677e-03,-4.13129424e+02
17979.9107,4.81888380e-03,-4.14371163e+02
17980.3608,4.82982810e-03,-4.15617873e+02
17980.8110,4.84080983e-03,-4.16869578e+02
17981.2611,4.85182918e-03,-4.18126305e+02
17981.7112,4.86288631e-03,-4.19388077e+02
17982.1613,4.87398138e-03,-4.20654921e+02
17982.6114,4.88511459e-03,-4.21926860e+02
17983.0615,4.89628609e-03,-4.23203922e+02
17983.5116,4.90749606e-03,-4.24486131e+02
17983.9617,4.91874468e-03,-4.25773514e+02
17984.4119,4.93003213e-03,-4.27066095e+02
17984.8620,4.94135857e-03,-4.28363902e+02
17985.3121,4.95272420e-03,-4.29666961e+02
17985.7622,4.96412919e-03,-4.30975298e+02
17986.2123,4.97557372e-03,-4.32288940e+02
17986.6624,4.98705797e-03,-4.33607913e+02
17987.1125,4.99858213e-03,-4.34932244e+02
17987.5626,5.01014637e-03,-4.36261961e+02
17988.0128,5.02175089e-03,-4.37597090e+02
17988.4629,5.03339587e-03,-4.38937659e+02
17988.9130,5.04508150e-03,-4.40283696e+02
17989.3631,5.05680796e-03,-4.41635228e+02
17989.8132,5.06857544e-03,-4.42992284e+02
17990.2633,5.08038413e-03,-4.44354890e+02
17990.7134,5.09223423e-03,-4.45723076e+02
17991.1635,5.10412593e-03,-4.47096870e+02
17991.6137,5.11605941e-03,-4.48476300e+02
17992.0638,5.12803488e-03,-4.49861396e+02
17992.5139,5.14005253e-03,-4.51252185e+02
17992.9640,5.15211256e-03,-4.52648698e+02
17993.4141,5.16421516e-03,-4.54050963e+02
17993.8642,5.17636053e-03,-4.55459010e+02
17994.3143,5.18854888e-03,-4.56872868e+02
17994.7644,5.20078040e-03,-4.58292568e+02
17995.2146,5.21305529e-03,-4.59718139e+02
17995.6647,5.22537377e-03,-4.61149611e+02
17996.1148,5.23773603e-03,-4.62587015e+02
17996.5649,5.25014228e-03,-4.64030382e+02
17997.0150,5.26259273e-03,-4.65479741e+02
17997.4651,5.27508758e-03,-4.66935124e+02
17997.9152,5.28762705e-03,-4.68396563e+02
17998.3653,5.30021135e-03,-4.69864087e+02
17998.8155,5.31284069e-03,-4.71337730e+02
17999.2656,5.32551527e-03,-4.72817522e+02
17999.7157,5.33823532e-03,-4.74303495e+02
18000.1658,5.35100105e-03,-4.75795682e+02
18000.6159,5.36381268e-03,-4.77294114e+02
18001.0660,5.37667043e-03,-4.78798825e+02
18001.5161,5.38957451e-03,-4.80309846e+02
18001.9662,5.40252515e-03,-4.81827211e+02
18002.4164,5.41552257e-03,-4.83350953e+02
18002.8665,5.42856698e-03,-4.84881104e+02
18003.3166,5.44165863e-03,-4.86417699e+02
18003.7667,5.45479772e-03,-4.87960772e+02
18004.2168,5.46798450e-03,-4.89510355e+02
18004.6669,5.48121918e-03,-4.91066483e+02
18005.1170,5.49450200e-03,-4.92629191e+02
18005.5671,5.50783319e-03,-4.94198512e+02
18006.0173,5.52121298e-03,-4.95774483e+02
18006.4674,5.53464161e-03,-4.97357136e+02
18006.9175,5.54811930e-03,-4.98946509e+02
18007.3676,5.56164631e-03,-5.00542636e+02
18007.8177,5.57522286e-03,-5.02145553e+02
18008.2678,5.58884920e-03,-5.03755295e+02
18008.7179,5.60252556e-03,-5.05371899e+02
18009.1680,5.61625219e-03,-5.06995401e+02
18009.6182,5.63002934e-03,-5.08625837e+02
18010.0683,5.64385724e-03,-5.10263245e+02
18010.5184,5.65773615e-03,-5.11907661e+02
18010.9685,5.67166631e-03,-5.13559122e+02
18011.4186,5.68564797e-03,-5.15217666e+02
18011.8687,5.69968139e-03,-5.16883330e+02
18012.3188,5.71376681e-03,-5.18556153e+02
18012.7689,5.72790450e-03,-5.20236173e+02
18013.2191,5.74209470e-03,-5.21923427e+02
18013.6692,5.75633768e-03,-5.23617955e+02
18014.1193,5.77063369e-03,-5.25319795e+02
18014.5694,5.78498299e-03,-5.27028987e+02
18015.0195,5.79938585e-03,-5.28745569e+02
18015.4696,5.81384253e-03,-5.30469583e+02
18015.9197,5.82835329e-03,-5.32201066e+02
18016.3698,5.84291840e-03,-5.33940060e+02
18016.8200,5.85753813e-03,-5.35686605e+02
18017.2701,5.87221275e-03,-5.37440741e+02
18017.7202,5.88694253e-03,-5.39202510e+02
18018.1703,5.90172774e-03,-5.40971952e+02
18018.6204,5.91656867e-03,-5.42749110e+02
18019.0705,5.93146557e-03,-5.44534023e+02
18019.5206,5.94641874e-03,-5.46326736e+02
18019.9707,5.96142846e-03,-5.48127289e+02
18020.4209,5.97649499e-03,-5.49935725e+02
18020.8710,5.99161864e-03,-5.51752087e+02
18021.3211,6.00679968e-03,-5.53576418e+02
18021.7712,6.02203840e-03,-5.55408762e+02
18022.2213,6.03733508e-03,-5.57249161e+02
18022.6714,6.05269003e-03,-5.59097660e+02
18023.1215,6.06810353e-03,-5.60954303e+02
18023.5716,6.08357587e-03,-5.62819134e+02
18024.0218,6.09910735e-03,-5.64692198e+02
18024.4719,6.11469827e-03,-5.66573541e+02
18024.9220,6.13034892e-03,-5.68463206e+02
18025.3721,6.14605962e-03,-5.70361240e+02
18025.8222,6.16183065e-03,-5.72267689e+02
18026.2723,6.17766233e-03,-5.74182599e+02
18026.7224,6.19355497e-03,-5.76106016e+02
18027.1725,6.20950886e-03,-5.78037987e+02
18027.6227,6.22552433e-03,-5.79978559e+02
18028.0728,6.24160168e-03,-5.81927780e+02
18028.5229,6.25774123e-03,-5.83885697e+02
18028.9730,6.27394329e-03,-5.85852358e+02
18029.4231,6.29020819e-03,-5.87827812e+02
18029.8732,6.30653623e-03,-5.89812106e+02
18030.3233,6.32292776e-03,-5.91805291e+02
18030.7734,6.33938308e-03,-5.93807415e+02
18031.2236,6.35590254e-03,-5.95818529e+02
18031.6737,6.37248644e-03,-5.97838680e+02
18032.1238,6.38913513e-03,-5.99867921e+02
18032.5739,6.40584894e-03,-6.01906302e+02
18033.0240,6.42262819e-03,-6.03953873e+02
18033.4741,6.43947324e-03,-6.06010685e+02
18033.9242,6.45638441e-03,-6.08076791e+02
18034.3743,6.47336205e-03,-6.10152242e+02
18034.8245,6.49040650e-03,-6.12237090e+02
18035.2746,6.50751811e-03,-6.14331388e+02
18035.7247,6.52469722e-03,-6.16435189e+02
18036.1748,6.54194418e-03,-6.18548546e+02
18036.6249,6.55925934e-03,-6.20671513e+02
18037.0750,6.57664306e-03,-6.22804144e+02
18037.5251,6.59409570e-03,-6.24946492e+02
18037.9752,6.61161761e-03,-6.27098614e+02
18038.4254,6.62920914e-03,-6.29260563e+02
