wavenumber_cm,absorption,cd
18038.8755,6.64687068e-03,-6.31432395e+02
18039.3256,6.66460257e-03,-6.33614167e+02
18039.7757,6.68240520e-03,-6.35805933e+02
18040.2258,6.70027892e-03,-6.38007752e+02
18040.6759,6.71822411e-03,-6.40219678e+02
18041.1260,6.73624114e-03,-6.42441771e+02
18041.5761,6.75433039e-03,-6.44674087e+02
18042.0263,6.77249225e-03,-6.46916685e+02
18042.4764,6.79072709e-03,-6.49169623e+02
18042.9265,6.80903529e-03,-6.51432959e+02
18043.3766,6.82741725e-03,-6.53706754e+02
18043.8267,6.84587334e-03,-6.55991066e+02
18044.2768,6.86440398e-03,-6.58285956e+02
18044.7269,6.88300953e-03,-6.60591485e+02
18045.1770,6.90169042e-03,-6.62907712e+02
18045.6272,6.92044702e-03,-6.65234699e+02
18046.0773,6.93927975e-03,-6.67572508e+02
18046.5274,6.95818901e-03,-6.69921200e+02
18046.9775,6.97717520e-03,-6.72280839e+02
18047.4276,6.99623874e-03,-6.74651488e+02
18047.8777,7.01538004e-03,-6.77033208e+02
18048.3278,7.03459951e-03,-6.79426065e+02
18048.7779,7.05389757e-03,-6.81830122e+02
18049.2281,7.07327463e-03,-6.84245445e+02
18049.6782,7.09273113e-03,-6.86672097e+02
18050.1283,7.11226749e-03,-6.89110145e+02
18050.5784,7.13188413e-03,-6.91559654e+02
18051.0285,7.15158149e-03,-6.94020691e+02
18051.4786,7.17136000e-03,-6.96493322e+02
18051.9287,7.19122010e-03,-6.98977616e+02
18052.3788,7.21116223e-03,-7.01473639e+02
18052.8290,7.23118683e-03,-7.03981460e+02
18053.2791,7.25129434e-03,-7.06501147e+02
18053.7292,7.27148521e-03,-7.09032770e+02
18054.1793,7.29175990e-03,-7.11576397e+02
18054.6294,7.31211886e-03,-7.14132100e+02
18055.0795,7.33256254e-03,-7.16699949e+02
18055.5296,7.35309141e-03,-7.19280015e+02
18055.9797,7.37370593e-03,-7.21872368e+02
18056.4299,7.39440656e-03,-7.24477082e+02
18056.8800,7.41519377e-03,-7.27094229e+02
18057.3301,7.43606805e-03,-7.29723881e+02
18057.7802,7.45702985e-03,-7.32366113e+02
18058.2303,7.47807966e-03,-7.35020998e+02
18058.6804,7.49921796e-03,-7.37688610e+02
18059.1305,7.52044524e-03,-7.40369025e+02
18059.5806,7.54176198e-03,-7.43062318e+02
18060.0308,7.56316868e-03,-7.45768566e+02
18060.4809,7.58466583e-03,-7.48487844e+02
18060.9310,7.60625392e-03,-7.51220230e+02
18061.3811,7.62793346e-03,-7.53965802e+02
18061.8312,7.64970496e-03,-7.56724638e+02
18062.2813,7.67156891e-03,-7.59496815e+02
18062.7314,7.69352584e-03,-7.62282415e+02
18063.1815,7.71557625e-03,-7.65081516e+02
18063.6317,7.73772066e-03,-7.67894198e+02
18064.0818,7.75995960e-03,-7.70720543e+02
18064.5319,7.78229358e-03,-7.73560633e+02
18064.9820,7.80472315e-03,-7.76414548e+02
18065.4321,7.82724882e-03,-7.79282372e+02
18065.8822,7.84987114e-03,-7.82164188e+02
18066.3323,7.87259063e-03,-7.85060080e+02
18066.7824,7.89540786e-03,-7.87970132e+02
18067.2326,7.91832336e-03,-7.90894428e+02
18067.6827,7.94133767e-03,-7.93833056e+02
18068.1328,7.96445137e-03,-7.96786099e+02
18068.5829,7.98766499e-03,-7.99753646e+02
18069.0330,8.01097911e-03,-8.02735783e+02
18069.4831,8.03439428e-03,-8.05732599e+02
18069.9332,8.05791108e-03,-8.08744182e+02
18070.3833,8.08153008e-03,-8.11770621e+02
18070.8335,8.10525185e-03,-8.14812006e+02
18071.2836,8.12907698e-03,-8.17868427e+02
18071.7337,8.15300605e-03,-8.20939976e+02
18072.1838,8.17703964e-03,-8.24026744e+02
18072.6339,8.20117835e-03,-8.27128823e+02
18073.0840,8.22542277e-03,-8.30246307e+02
18073.5341,8.24977350e-03,-8.33379288e+02
18073.9842,8.27423116e-03,-8.36527862e+02
18074.4344,8.29879634e-03,-8.39692124e+02
18074.8845,8.32346965e-03,-8.42872168e+02
18075.3346,8.34825172e-03,-8.46068092e+02
18075.7847,8.37314317e-03,-8.49279991e+02
18076.2348,8.39814461e-03,-8.52507965e+02
18076.6849,8.42325668e-03,-8.55752111e+02
18077.1350,8.44848001e-03,-8.59012528e+02
18077.5851,8.47381524e-03,-8.62289316e+02
18078.0353,8.49926302e-03,-8.65582576e+02
18078.4854,8.52482398e-03,-8.68892408e+02
18078.9355,8.55049877e-03,-8.72218915e+02
18079.3856,8.57628806e-03,-8.75562199e+02
18079.8357,8.60219250e-03,-8.78922363e+02
18080.2858,8.62821276e-03,-8.82299513e+02
18080.7359,8.65434951e-03,-8.85693751e+02
18081.1860,8.68060341e-03,-8.89105185e+02
18081.6362,8.70697515e-03,-8.92533920e+02
18082.0863,8.73346541e-03,-8.95980063e+02
18082.5364,8.76007488e-03,-8.99443723e+02
18082.9865,8.78680424e-03,-9.02925007e+02
18083.4366,8.81365420e-03,-9.06424025e+02
18083.8867,8.84062545e-03,-9.09940888e+02
18084.3368,8.86771871e-03,-9.13475707e+02
18084.7869,8.89493469e-03,-9.17028592e+02
18085.2371,8.92227409e-03,-9.20599657e+02
18085.6872,8.94973765e-03,-9.24189015e+02
18086.1373,8.97732608e-03,-9.27796780e+02
18086.5874,9.00504012e-03,-9.31423067e+02
18087.0375,9.03288051e-03,-9.35067992e+02
18087.4876,9.06084798e-03,-9.38731672e+02
18087.9377,9.08894329e-03,-9.42414224e+02
18088.3878,9.11716718e-03,-9.46115766e+02
18088.8380,9.14552042e-03,-9.49836418e+02
18089.2881,9.17400375e-03,-9.53576299e+02
18089.7382,9.20261796e-03,-9.57335531e+02
18090.1883,9.23136381e-03,-9.61114235e+02
18090.6384,9.26024208e-03,-9.64912534e+02
18091.0885,9.28925356e-03,-9.68730552e+02
18091.5386,9.31839903e-03,-9.72568412e+02
18091.9887,9.34767929e-03,-9.76426240e+02
18092.4389,9.37709514e-03,-9.80304163e+02
18092.8890,9.40664739e-03,-9.84202307e+02
18093.3391,9.43633684e-03,-9.88120801e+02
18093.7892,9.46616431e-03,-9.92059774e+02
18094.2393,9.49613063e-03,-9.96019355e+02
18094.6894,9.52623662e-03,-9.99999675e+02
18095.1395,9.55648312e-03,-1.00400087e+03
18095.5896,9.58687096e-03,-1.00802306e+03
18096.0398,9.61740100e-03,-1.01206640e+03
18096.4899,9.64807409e-03,-1.01613100e+03
18096.9400,9.67889108e-03,-1.02021701e+03
18097.3901,9.70985284e-03,-1.02432457e+03
18097.8402,9.74096023e-03,-1.02845381e+03
18098.2903,9.77221414e-03,-1.03260487e+03
18098.7404,9.80361545e-03,-1.03677790e+03
18099.1905,9.83516504e-03,-1.04097302e+03
18099.6407,9.86686380e-03,-1.04519039e+03
18100.0908,9.89871265e-03,-1.04943014e+03
18100.5409,9.93071249e-03,-1.05369242e+03
18100.9910,9.96286422e-03,-1.05797738e+03
18101.4411,9.99516878e-03,-1.06228516e+03
18101.8912,1.00276271e-02,-1.06661590e+03
18102.3413,1.00602401e-02,-1.07096976e+03
18102.7914,1.00930087e-02,-1.07534688e+03
18103.2416,1.01259339e-02,-1.07974742e+03
18103.6917,1.01590166e-02,-1.08417152e+03
18104.1418,1.01922577e-02,-1.08861935e+03
18104.5919,1.02256584e-02,-1.09309104e+03
18105.0420,1.02592194e-02,-1.09758676e+03
18105.4921,1.02929419e-02,-1.10210666e+03
18105.9422,1.03268267e-02,-1.10665091e+03
18106.3923,1.03608749e-02,-1.11121964e+03
18106.8425,1.03950876e-02,-1.11581304e+03
18107.2926,1.04294656e-02,-1.12043125e+03
18107.7427,1.04640100e-02,-1.12507444e+03
18108.1928,1.04987218e-02,-1.12974277e+03
18108.6429,1.05336022e-02,-1.13443641e+03
18109.0930,1.05686520e-02,-1.13915552e+03
18109.5431,1.06038723e-02,-1.14390026e+03
18109.9932,1.06392643e-02,-1.14867081e+03
18110.4434,1.06748289e-02,-1.15346733e+03
18110.8935,1.07105673e-02,-1.15828999e+03
18111.3436,1.07464804e-02,-1.16313897e+03
18111.7937,1.07825695e-02,-1.16801443e+03
18112.2438,1.08188355e-02,-1.17291655e+03
18112.6939,1.08552796e-02,-1.17784551e+03
18113.1440,1.08919029e-02,-1.18280149e+03
18113.5941,1.09287064e-02,-1.18778465e+03
18114.0443,1.09656914e-02,-1.19279518e+03
18114.4944,1.10028590e-02,-1.19783326e+03
18114.9445,1.10402102e-02,-1.20289907e+03
18115.3946,1.10777462e-02,-1.20799279e+03
18115.8447,1.11154683e-02,-1.21311462e+03
18116.2948,1.11533774e-02,-1.21826472e+03
18116.7449,1.11914749e-02,-1.22344330e+03
18117.1950,1.12297619e-02,-1.22865053e+03
18117.6452,1.12682396e-02,-1.23388662e+03
18118.0953,1.13069092e-02,-1.23915174e+03
18118.5454,1.13457719e-02,-1.24444610e+03
18118.9955,1.13848288e-02,-1.24976989e+03
18119.4456,1.14240813e-02,-1.25512329e+03
18119.8957,1.14635306e-02,-1.26050652e+03
18120.3458,1.15031778e-02,-1.26591976e+03
18120.7959,1.15430243e-02,-1.27136322e+03
18121.2461,1.15830713e-02,-1.27683710e+03
18121.6962,1.16233201e-02,-1.28234161e+03
18122.1463,1.16637719e-02,-1.28787693e+03
18122.5964,1.17044280e-02,-1.29344329e+03
18123.0465,1.17452898e-02,-1.29904089e+03
18123.4966,1.17863585e-02,-1.30466993e+03
18123.9467,1.18276354e-02,-1.31033064e+03
18124.3968,1.18691219e-02,-1.31602321e+03
18124.8470,1.19108193e-02,-1.32174787e+03
18125.2971,1.19527289e-02,-1.32750482e+03
18125.7472,1.19948521e-02,-1.33329429e+03
18126.1973,1.20371902e-02,-1.33911649e+03
18126.6474,1.20797447e-02,-1.34497165e+03
18127.0975,1.21225169e-02,-1.35085998e+03
18127.5476,1.21655081e-02,-1.35678171e+03
18127.9977,1.22087199e-02,-1.36273706e+03
18128.4479,1.22521535e-02,-1.36872626e+03
18128.8980,1.22958105e-02,-1.37474953e+03
18129.3481,1.23396922e-02,-1.38080712e+03
18129.7982,1.23838000e-02,-1.38689924e+03
18130.2483,1.24281356e-02,-1.39302613e+03
18130.6984,1.24727002e-02,-1.39918802e+03
18131.1485,1.25174954e-02,-1.40538516e+03
18131.5986,1.25625226e-02,-1.41161778e+03
18132.0488,1.26077834e-02,-1.41788612e+03
18132.4989,1.26532793e-02,-1.42419042e+03
18132.9490,1.26990117e-02,-1.43053093e+03
18133.3991,1.27449822e-02,-1.43690788e+03
18133.8492,1.27911923e-02,-1.44332154e+03
18134.2993,1.28376436e-02,-1.44977214e+03
18134.7494,1.28843376e-02,-1.45625994e+03
18135.1995,1.29312760e-02,-1.46278519e+03
18135.6497,1.29784602e-02,-1.46934815e+03
18136.0998,1.30258918e-02,-1.47594907e+03
18136.5499,1.30735726e-02,-1.48258820e+03
18137.0000,1.31215040e-02,-1.48926582e+03
18137.4501,1.31696877e-02,-1.49598217e+03
18137.9002,1.32181254e-02,-1.50273753e+03
18138.3503,1.32668187e-02,-1.50953216e+03
18138.8005,1.33157693e-02,-1.51636633e+03
18139.2506,1.33649787e-02,-1.52324031e+03
18139.7007,1.34144488e-02,-1.53015436e+03
18140.1508,1.34641812e-02,-1.53710877e+03
18140.6009,1.35141776e-02,-1.54410381e+03
18141.0510,1.35644398e-02,-1.55113975e+03
18141.5011,1.36149694e-02,-1.55821688e+03
18141.9512,1.36657683e-02,-1.56533548e+03
18142.4014,1.37168381e-02,-1.57249583e+03
18142.8515,1.37681807e-02,-1.57969821e+03
18143.3016,1.38197978e-02,-1.58694292e+03
18143.7517,1.38716912e-02,-1.59423024e+03
18144.2018,1.39238627e-02,-1.60156046e+03
18144.6519,1.39763142e-02,-1.60893389e+03
18145.1020,1.40290474e-02,-1.61635081e+03
18145.5521,1.40820643e-02,-1.62381152e+03
18146.0023,1.41353667e-02,-1.63131633e+03
18146.4524,1.41889564e-02,-1.63886553e+03
18146.9025,1.42428353e-02,-1.64645944e+03
18147.3526,1.42970054e-02,-1.65409835e+03
18147.8027,1.43514685e-02,-1.66178258e+03
18148.2528,1.44062266e-02,-1.66951244e+03
18148.7029,1.44612816e-02,-1.67728823e+03
18149.1530,1.45166355e-02,-1.68511029e+03
18149.6032,1.45722902e-02,-1.69297892e+03
18150.0533,1.46282477e-02,-1.70089444e+03
18150.5034,1.46845100e-02,-1.70885718e+03
18150.9535,1.47410790e-02,-1.71686746e+03
18151.4036,1.47979569e-02,-1.72492561e+03
18151.8537,1.48551456e-02,-1.73303196e+03
18152.3038,1.49126473e-02,-1.74118683e+03
18152.7539,1.49704639e-02,-1.74939057e+03
18153.2041,1.50285975e-02,-1.75764351e+03
18153.6542,1.50870502e-02,-1.76594598e+03
18154.1043,1.51458242e-02,-1.77429833e+03
18154.5544,1.52049215e-02,-1.78270090e+03
18155.0045,1.52643443e-02,-1.79115404e+03
18155.4546,1.53240947e-02,-1.79965809e+03
18155.9047,1.53841749e-02,-1.80821341e+03
18156.3548,1.54445871e-02,-1.81682035e+03
18156.8050,1.55053334e-02,-1.82547925e+03
18157.2551,1.55664161e-02,-1.83419049e+03
18157.7052,1.56278373e-02,-1.84295442e+03
18158.1553,1.56895994e-02,-1.85177140e+03
18158.6054,1.57517045e-02,-1.86064180e+03
18159.0555,1.58141549e-02,-1.86956598e+03
18159.5056,1.58769530e-02,-1.87854432e+03
18159.9557,1.59401010e-02,-1.88757718e+03
18160.4059,1.60036012e-02,-1.89666495e+03
18160.8560,1.60674559e-02,-1.90580800e+03
18161.3061,1.61316675e-02,-1.91500670e+03
18161.7562,1.61962383e-02,-1.92426145e+03
18162.2063,1.62611708e-02,-1.93357262e+03
18162.6564,1.63264672e-02,-1.94294061e+03
18163.1065,1.63921301e-02,-1.95236581e+03
18163.5566,1.64581617e-02,-1.96184859e+03
18164.0068,1.65245646e-02,-1.97138938e+03
18164.4569,1.65913413e-02,-1.98098855e+03
18164.9070,1.66584940e-02,-1.99064651e+03
18165.3571,1.67260255e-02,-2.00036367e+03
18165.8072,1.67939381e-02,-2.01014042e+03
18166.2573,1.68622343e-02,-2.01997718e+03
18166.7074,1.69309168e-02,-2.02987436e+03
18167.1575,1.69999879e-02,-2.03983237e+03
18167.6077,1.70694504e-02,-2.04985163e+03
18168.0578,1.71393067e-02,-2.05993256e+03
18168.5079,1.72095595e-02,-2.07007557e+03
18168.9580,1.72802114e-02,-2.08028109e+03
18169.4081,1.73512649e-02,-2.09054955e+03
18169.8582,1.74227229e-02,-2.10088138e+03
18170.3083,1.74945878e-02,-2.11127701e+03
18170.7584,1.75668623e-02,-2.12173687e+03
18171.2086,1.76395493e-02,-2.13226141e+03
18171.6587,1.77126513e-02,-2.14285105e+03
18172.1088,1.77861711e-02,-2.15350625e+03
18172.5589,1.78601114e-02,-2.16422744e+03
18173.0090,1.79344750e-02,-2.17501508e+03
18173.4591,1.80092646e-02,-2.18586962e+03
18173.9092,1.80844831e-02,-2.19679151e+03
18174.3593,1.81601332e-02,-2.20778120e+03
18174.8095,1.82362178e-02,-2.21883916e+03
18175.2596,1.83127397e-02,-2.22996585e+03
18175.7097,1.83897018e-02,-2.24116172e+03
18176.1598,1.84671069e-02,-2.25242725e+03
18176.6099,1.85449578e-02,-2.26376291e+03
18177.0600,1.86232576e-02,-2.27516916e+03
18177.5101,1.87020091e-02,-2.28664648e+03
18177.9602,1.87812153e-02,-2.29819535e+03
18178.4104,1.88608791e-02,-2.30981625e+03
18178.8605,1.89410034e-02,-2.32150966e+03
18179.3106,1.90215913e-02,-2.33327607e+03
18179.7607,1.91026457e-02,-2.34511595e+03
18180.2108,1.91841698e-02,-2.35702981e+03
18180.6609,1.92661664e-02,-2.36901814e+03
18181.1110,1.93486386e-02,-2.38108142e+03
18181.5611,1.94315896e-02,-2.39322017e+03
18182.0113,1.95150223e-02,-2.40543487e+03
18182.4614,1.95989399e-02,-2.41772603e+03
18182.9115,1.96833454e-02,-2.43009416e+03
18183.3616,1.97682421e-02,-2.44253977e+03
18183.8117,1.98536330e-02,-2.45506336e+03
18184.2618,1.99395213e-02,-2.46766545e+03
18184.7119,2.00259102e-02,-2.48034655e+03
18185.1620,2.01128028e-02,-2.49310718e+03
18185.6122,2.02002024e-02,-2.50594787e+03
18186.0623,2.02881121e-02,-2.51886912e+03
18186.5124,2.03765352e-02,-2.53187148e+03
18186.9625,2.04654749e-02,-2.54495546e+03
18187.4126,2.05549346e-02,-2.55812159e+03
18187.8627,2.06449173e-02,-2.57137042e+03
18188.3128,2.07354266e-02,-2.58470246e+03
18188.7629,2.08264656e-02,-2.59811826e+03
18189.2131,2.09180376e-02,-2.61161835e+03
18189.6632,2.10101461e-02,-2.62520328e+03
18190.1133,2.11027942e-02,-2.63887359e+03
18190.5634,2.11959855e-02,-2.65262982e+03
18191.0135,2.12897232e-02,-2.66647253e+03
18191.4636,2.13840107e-02,-2.68040225e+03
18191.9137,2.14788515e-02,-2.69441954e+03
18192.3638,2.15742488e-02,-2.70852495e+03
18192.8140,2.16702063e-02,-2.72271905e+03
18193.2641,2.17667272e-02,-2.73700237e+03
18193.7142,2.18638150e-02,-2.75137549e+03
18194.1643,2.19614732e-02,-2.76583896e+03
18194.6144,2.20597052e-02,-2.78039334e+03
18195.0645,2.21585145e-02,-2.79503920e+03
18195.5146,2.22579046e-02,-2.80977710e+03
18195.9647,2.23578790e-02,-2.82460762e+03
18196.4149,2.24584411e-02,-2.83953130e+03
18196.8650,2.25595946e-02,-2.85454874e+03
18197.3151,2.26613429e-02,-2.86966049e+03
18197.7652,2.27636895e-02,-2.88486713e+03
18198.2153,2.28666380e-02,-2.90016923e+03
18198.6654,2.29701920e-02,-2.91556737e+03
18199.1155,2.30743549e-02,-2.93106213e+03
18199.5656,2.31791304e-02,-2.94665407e+03
18200.0158,2.32845220e-02,-2.96234377e+03
18200.4659,2.33905334e-02,-2.97813183e+03
18200.9160,2.34971680e-02,-2.99401880e+03
18201.3661,2.36044294e-02,-3.01000528e+03
18201.8162,2.37123214e-02,-3.02609184e+03
18202.2663,2.38208474e-02,-3.04227907e+03
18202.7164,2.39300110e-02,-3.05856755e+03
18203.1665,2.40398159e-02,-3.07495785e+03
18203.6167,2.41502657e-02,-3.09145056e+03
18204.0668,2.42613639e-02,-3.10804627e+03
18204.5169,2.43731142e-02,-3.12474555e+03
18204.9670,2.44855202e-02,-3.14154898e+03
18205.4171,2.45985856e-02,-3.15845716e+03
18205.8672,2.47123138e-02,-3.17547065e+03
18206.3173,2.48267086e-02,-3.19259004e+03
18206.7674,2.49417735e-02,-3.20981592e+03
18207.2176,2.50575121e-02,-3.22714886e+03
18207.6677,2.51739281e-02,-3.24458944e+03
18208.1178,2.52910250e-02,-3.26213823e+03
18208.5679,2.54088065e-02,-3.27979583e+03
18209.0180,2.55272761e-02,-3.29756279e+03
18209.4681,2.56464374e-02,-3.31543971e+03
18209.9182,2.57662940e-02,-3.33342714e+03
18210.3683,2.58868495e-02,-3.35152567e+03
18210.8185,2.60081074e-02,-3.36973586e+03
18211.2686,2.61300713e-02,-3.38805828e+03
18211.7187,2.62527447e-02,-3.40649350e+03
18212.1688,2.63761312e-02,-3.42504207e+03
18212.6189,2.65002342e-02,-3.44370457e+03
18213.0690,2.66250573e-02,-3.46248155e+03
18213.5191,2.67506040e-02,-3.48137356e+03
18213.9692,2.68768777e-02,-3.50038117e+03
18214.4194,2.70038819e-02,-3.51950491e+03
18214.8695,2.71316200e-02,-3.53874534e+03
18215.3196,2.72600956e-02,-3.55810300e+03
18215.7697,2.73893118e-02,-3.57757843e+03
18216.2198,2.75192723e-02,-3.59717216e+03
18216.6699,2.76499802e-02,-3.61688473e+03
18217.1200,2.77814390e-02,-3.63671666e+03
18217.5701,2.79136520e-02,-3.65666848e+03
18218.0203,2.80466224e-02,-3.67674070e+03
18218.4704,2.81803536e-02,-3.69693383e+03
18218.9205,2.83148486e-02,-3.71724839e+03
18219.3706,2.84501109e-02,-3.73768487e+03
18219.8207,2.85861434e-02,-3.75824377e+03
18220.2708,2.87229494e-02,-3.77892559e+03
18220.7209,2.88605319e-02,-3.79973080e+03
18221.1710,2.89988941e-02,-3.82065988e+03
18221.6212,2.91380390e-02,-3.84171330e+03
18222.0713,2.92779695e-02,-3.86289153e+03
18222.5214,2.94186886e-02,-3.88419502e+03
18222.9715,2.95601992e-02,-3.90562423e+03
18223.4216,2.97025041e-02,-3.92717958e+03
18223.8717,2.98456063e-02,-3.94886152e+03
18224.3218,2.99895085e-02,-3.97067046e+03
18224.7719,3.01342133e-02,-3.99260683e+03
18225.2221,3.02797235e-02,-4.01467102e+03
18225.6722,3.04260417e-02,-4.03686344e+03
18226.1223,3.05731704e-02,-4.05918447e+03
18226.5724,3.07211122e-02,-4.08163448e+03
18227.0225,3.08698695e-02,-4.10421384e+03
18227.4726,3.10194447e-02,-4.12692291e+03
18227.9227,3.11698401e-02,-4.14976203e+03
18228.3728,3.13210580e-02,-4.17273153e+03
18228.8230,3.14731006e-02,-4.19583172e+03
18229.2731,3.16259699e-02,-4.21906292e+03
18229.7232,3.17796681e-02,-4.24242543e+03
18230.1733,3.19341972e-02,-4.26591951e+03
18230.6234,3.20895589e-02,-4.28954544e+03
18231.0735,3.22457552e-02,-4.31330347e+03
18231.5236,3.24027878e-02,-4.33719385e+03
18231.9737,3.25606583e-02,-4.36121679e+03
18232.4239,3.27193684e-02,-4.38537250e+03
18232.8740,3.28789194e-02,-4.40966117e+03
18233.3241,3.30393129e-02,-4.43408299e+03
18233.7742,3.32005500e-02,-4.45863810e+03
18234.2243,3.33626320e-02,-4.48332666e+03
18234.6744,3.35255601e-02,-4.50814879e+03
18235.1245,3.36893351e-02,-4.53310459e+03
18235.5746,3.38539579e-02,-4.55819416e+03
18236.0248,3.40194295e-02,-4.58341755e+03
18236.4749,3.41857504e-02,-4.60877482e+03
18236.9250,3.43529211e-02,-4.63426601e+03
18237.3751,3.45209423e-02,-4.65989110e+03
18237.8252,3.46898141e-02,-4.68565010e+03
18238.2753,3.48595367e-02,-4.71154297e+03
18238.7254,3.50301103e-02,-4.73756964e+03
18239.1755,3.52015347e-02,-4.76373004e+03
18239.6257,3.53738098e-02,-4.79002406e+03
18240.0758,3.55469353e-02,-4.81645158e+03
18240.5259,3.57209107e-02,-4.84301244e+03
18240.9760,3.58957353e-02,-4.86970646e+03
18241.4261,3.60714085e-02,-4.89653344e+03
18241.8762,3.62479293e-02,-4.92349315e+03
18242.3263,3.64252966e-02,-4.95058532e+03
18242.7764,3.66035092e-02,-4.97780968e+03
18243.2266,3.67825658e-02,-5.00516590e+03
18243.6767,3.69624648e-02,-5.03265364e+03
18244.1268,3.71432045e-02,-5.06027253e+03
18244.5769,3.73247829e-02,-5.08802217e+03
18245.0270,3.75071981e-02,-5.11590211e+03
18245.4771,3.76904478e-02,-5.14391190e+03
18245.9272,3.78745295e-02,-5.17205102e+03
18246.3773,3.80594407e-02,-5.20031896e+03
18246.8275,3.82451784e-02,-5.22871513e+03
18247.2776,3.84317398e-02,-5.25723895e+03
18247.7277,3.86191216e-02,-5.28588977e+03
18248.1778,3.88073204e-02,-5.31466691e+03
18248.6279,3.89963326e-02,-5.34356968e+03
18249.0780,3.91861543e-02,-5.37259732e+03
18249.5281,3.93767816e-02,-5.40174904e+03
18249.9782,3.95682100e-02,-5.43102403e+03
18250.4284,3.97604351e-02,-5.46042141e+03
18250.8785,3.99534522e-02,-5.48994028e+03
18251.3286,4.01472564e-02,-5.51957969e+03
18251.7787,4.03418423e-02,-5.54933866e+03
18252.2288,4.05372046e-02,-5.57921615e+03
18252.6789,4.07333376e-02,-5.60921110e+03
18253.1290,4.09302353e-02,-5.63932236e+03
18253.5791,4.11278915e-02,-5.66954880e+03
18254.0293,4.13262997e-02,-5.69988918e+03
18254.4794,4.15254533e-02,-5.73034226e+03
18254.9295,4.17253452e-02,-5.76090672e+03
18255.3796,4.19259680e-02,-5.79158122e+03
18255.8297,4.21273143e-02,-5.82236435e+03
18256.2798,4.23293763e-02,-5.85325465e+03
18256.7299,4.25321457e-02,-5.88425063e+03
18257.1800,4.27356142e-02,-5.91535072e+03
18257.6302,4.29397729e-02,-5.94655333e+03
18258.0803,4.31446130e-02,-5.97785678e+03
18258.5304,4.33501251e-02,-6.00925935e+03
18258.9805,4.35562994e-02,-6.04075929e+03
18259.4306,4.37631261e-02,-6.07235477e+03
18259.8807,4.39705948e-02,-6.10404389e+03
18260.3308,4.41786949e-02,-6.13582473e+03
18260.7809,4.43874156e-02,-6.16769528e+03
18261.2311,4.45967455e-02,-6.19965349e+03
18261.6812,4.48066730e-02,-6.23169724e+03
18262.1313,4.50171861e-02,-6.26382436e+03
18262.5814,4.52282726e-02,-6.29603261e+03
18263.0315,4.54399198e-02,-6.32831968e+03
18263.4816,4.56521146e-02,-6.36068322e+03
18263.9317,4.58648438e-02,-6.39312081e+03
18264.3818,4.60780935e-02,-6.42562995e+03
18264.8320,4.62918497e-02,-6.45820810e+03
18265.2821,4.65060979e-02,-6.49085262e+03
18265.7322,4.67208233e-02,-6.52356085e+03
18266.1823,4.69360106e-02,-6.55633002e+03
18266.6324,4.71516442e-02,-6.58915733e+03
18267.0825,4.73677080e-02,-6.62203988e+03
18267.5326,4.75841859e-02,-6.65497472e+03
18267.9827,4.78010608e-02,-6.68795883e+03
18268.4329,4.80183158e-02,-6.72098911e+03
18268.8830,4.82359331e-02,-6.75406240e+03
18269.3331,4.84538949e-02,-6.78717546e+03
18269.7832,4.86721827e-02,-6.82032501e+03
18270.2333,4.88907778e-02,-6.85350764e+03
18270.6834,4.91096609e-02,-6.88671992e+03
18271.1335,4.93288125e-02,-6.91995833e+03
18271.5836,4.95482125e-02,-6.95321928e+03
18272.0338,4.97678406e-02,-6.98649909e+03
18272.4839,4.99876757e-02,-7.01979403e+03
18272.9340,5.02076967e-02,-7.05310027e+03
18273.3841,5.04278819e-02,-7.08641395e+03
18273.8342,5.06482092e-02,-7.11973109e+03
18274.2843,5.08686559e-02,-7.15304765e+03
18274.7344,5.10891992e-02,-7.18635953e+03
18275.1845,5.13098156e-02,-7.21966254e+03
18275.6347,5.15304814e-02,-7.25295241e+03
18276.0848,5.17511722e-02,-7.28622482e+03
18276.5349,5.19718635e-02,-7.31947536e+03
18276.9850,5.21925302e-02,-7.35269954e+03
18277.4351,5.24131467e-02,-7.38589280e+03
18277.8852,5.26336871e-02,-7.41905050e+03
18278.3353,5.28541251e-02,-7.45216795e+03
18278.7854,5.30744338e-02,-7.48524036e+03
18279.2356,5.32945862e-02,-7.51826288e+03
18279.6857,5.35145545e-02,-7.55123057e+03
18280.1358,5.37343108e-02,-7.58413843e+03
18280.5859,5.39538267e-02,-7.61698140e+03
18281.0360,5.41730732e-02,-7.64975433e+03
18281.4861,5.43920213e-02,-7.68245201e+03
18281.9362,5.46106411e-02,-7.71506913e+03
18282.3863,5.48289028e-02,-7.74760036e+03
18282.8365,5.50467758e-02,-7.78004026e+03
18283.2866,5.52642294e-02,-7.81238334e+03
18283.7367,5.54812323e-02,-7.84462404e+03
18284.1868,5.56977530e-02,-7.87675673e+03
18284.6369,5.59137596e-02,-7.90877572e+03
18285.0870,5.61292197e-02,-7.94067524e+03
18285.5371,5.63441007e-02,-7.97244949e+03
18285.9872,5.65583695e-02,-8.00409257e+03
18286.4374,5.67719929e-02,-8.03559854e+03
18286.8875,5.69849371e-02,-8.06696140e+03
18287.3376,5.71971681e-02,-8.09817509e+03
18287.7877,5.74086515e-02,-8.12923349e+03
18288.2378,5.76193528e-02,-8.16013042e+03
18288.6879,5.78292370e-02,-8.19085967e+03
18289.1380,5.80382688e-02,-8.22141496e+03
18289.5881,5.82464128e-02,-8.25178995e+03
18290.0383,5.84536331e-02,-8.28197827e+03
