wavenumber_cm-1,wavelength_nm,published_fit_reconstruction_normalized,resonant_corrected_J,100_cm-1_detuning,constrained_fit_gap,unconstrained_fit_gap,corrected_charge_smoke_diagnostic
20270.0,493.33991119881597,-0.23185518621344461,-0.12389134067561632,-0.13907518957089107,-0.15892637268518728,-0.17272889494101426,-0.741671510938093
20272.5,493.2790726353434,-0.23159322248045375,-0.12339858536480837,-0.13845798482339006,-0.15811757513120445,-0.17180152347379993,-0.7419175004675913
20275.0,493.2182490752158,-0.23133737916866445,-0.1229081337613572,-0.13784421787604,-0.1573140313146991,-0.17088043064162428,-0.7421137217175774
20277.5,493.15744051288374,-0.23108761828642418,-0.12241997891656804,-0.13723387024618738,-0.15651570460952818,-0.16996557127822493,-0.7422601234275318
20280.0,493.0966469428008,-0.2308439016619952,-0.12193411377067434,-0.13662692346594946,-0.15572255858557987,-0.1690569004615717,-0.7423566735749846
20282.5,493.03586835942315,-0.23060619093901333,-0.12145053115701156,-0.13602335908500454,-0.15493455701001974,-0.16815437351563553,-0.7424033594078032
20285.0,492.97510475720975,-0.23037444757182635,-0.12096922380608834,-0.13542315867329285,-0.15415166384844944,-0.16725794601204033,-0.7424001874577576
20287.5,492.9143561306223,-0.23014863282071357,-0.12049018434955469,-0.1348263038236295,-0.1533738432659819,-0.16636757377159866,-0.7423471835353455
20290.0,492.8536224741252,-0.22992870774699156,-0.12001340532407326,-0.13423277615423124,-0.15260105962823484,-0.16548321286573806,-0.7422443927058863
20292.5,492.79290378218553,-0.2297146332080103,-0.11953887917509314,-0.13364255731116154,-0.15183327750224418,-0.1646048196178173,-0.7420918792469232
20295.0,492.7322000492732,-0.2295063698520432,-0.1190665982605291,-0.13305562897069198,-0.15107046165730217,-0.1637323506043391,-0.7418897265870175
20297.5,492.67151126986084,-0.2293038781130751,-0.1185965548543498,-0.13247197284158724,-0.1503125770657201,-0.1628657626560621,-0.7416380372260397
20300.0,492.61083743842363,-0.22910711820549207,-0.11812874115007525,-0.13189157066731122,-0.14955958890352017,-0.16200501285901328,-0.7413369326371054
20302.5,492.55017854943975,-0.22891605011867827,-0.11766314926418528,-0.13131440422815854,-0.14881146255105623,-0.16115005855540676,-0.7409865531503308
20305.0,492.4895345973898,-0.22873063361152193,-0.11719977123944432,-0.1307404553433135,-0.14806816359356817,-0.16030085734446942,-0.740587057818618
20307.5,492.42890557675736,-0.22855082820683692,-0.11673859904813957,-0.1301697058728363,-0.14732965782167132,-0.15945736708317795,-0.7401386242657115
20310.0,492.36829148202855,-0.22837659318570191,-0.11627962459523897,-0.12960213771958143,-0.1465959112317807,-0.15861954588690963,-0.7396414485167987
20312.5,492.3076923076923,-0.22820788758172317,-0.11582283972146772,-0.12903773283104814,-0.14586689002647626,-0.1577873521300094,-0.7390957448119533
20315.0,492.2471080482402,-0.22804467017522445,-0.11536823620630707,-0.12847647320116345,-0.1451425606148075,-0.15696074444627628,-0.738501745402759
20317.5,492.1865386981666,-0.2278868994873679,-0.11491580577091616,-0.1279183408720039,-0.1444228896125418,-0.1561396817293713,-0.7378597003324677
20320.0,492.12598425196853,-0.22773453377421124,-0.11446554008097924,-0.12736331793545194,-0.1437078438423562,-0.15532412313315053,-0.7371698772000848
20322.5,492.06544470414565,-0.22758753102070572,-0.11401743074947923,-0.12681138653479307,-0.1429973903339763,-0.15451402807192458,-0.7364325609087939
20325.0,492.0049200492005,-0.22744584893463796,-0.11357146933940024,-0.12626252886625447,-0.14229149632426408,-0.1537093562206468,-0.7356480533991591
20327.5,491.94441028163817,-0.2273094449405222,-0.11312764736636026,-0.12571672718048355,-0.14159012925725367,-0.15291006751503503,-0.7348166733675688
20330.0,491.88391539596654,-0.22717827617344594,-0.11268595630117542,-0.1251739637839724,-0.14089325678414108,-0.15211612215162476,-0.7339387559704084
20332.5,491.8234353866962,-0.22705229947287525,-0.1122463875723578,-0.12463422104042722,-0.14020084676322547,-0.1513274805877611,-0.7330146525144668
20335.0,491.7629702483403,-0.22693147137642275,-0.11180893256854754,-0.12409748137208393,-0.1395128672598059,-0.15054410354152745,-0.7320447301341064
20337.5,491.7025199754149,-0.22681574811358418,-0.11137358264088275,-0.12356372726097217,-0.1388292865460351,-0.14976595199161544,-0.7310293714557392
20340.0,491.6420845624385,-0.22670508559944932,-0.11094032910530494,-0.12303294125012904,-0.13815007310072994,-0.1489929871771377,-0.7299689742501762
20342.5,491.58166400393264,-0.22659943942838998,-0.11050916324480588,-0.12250510594476467,-0.1374751956091425,-0.1482251705973843,-0.7288639510734247
20345.0,491.5212582944212,-0.22649876486773196,-0.11008007631161412,-0.12198020401337742,-0.1368046229626911,-0.14746246401152704,-0.7277147288965294
20347.5,491.460867428431,-0.22640301685141634,-0.10965305952932415,-0.12145821818882546,-0.1361383242586544,-0.1467048294382718,-0.7265217487250594
20350.0,491.4004914004914,-0.22631214997365304,-0.10922810409496776,-0.1209391312693518,-0.1354762687998282,-0.14595222915546005,-0.7252854652088602
20352.5,491.3401302051345,-0.22622611848257554,-0.10880520118103142,-0.12042292611956501,-0.13481842609414788,-0.14520462569962495,-0.7240063462426966
20355.0,491.2797838368951,-0.2261448762738981,-0.10838434193741894,-0.11990958567137808,-0.13416476585427684,-0.14446198186549922,-0.7226848725584147
20357.5,491.2194522903107,-0.22606837688458542,-0.10796551749336154,-0.11939909292490412,-0.1335152579971622,-0.14372426070547947,-0.7213215373092755
20360.0,491.1591355599214,-0.22599657348653587,-0.10754871895927644,-0.118891430949314,-0.13286987264355912,-0.14299142552904784,-0.7199168456470881
20362.5,491.09883364027013,-0.22592941888028734,-0.10713393742857462,-0.11838658288365145,-0.13222858011752547,-0.1422634399021527,-0.718471314292807
20365.0,491.0385465259023,-0.2258668654887505,-0.10672116397942064,-0.11788453193761267,-0.13159135094588698,-0.14154026764654912,-0.7169854711012312
20367.5,490.97827421136617,-0.2258088653509739,-0.1063103896764429,-0.1173852613922864,-0.1309581558576742,-0.1408218728391021,-0.7154598546204659
20370.0,490.9180166912126,-0.2257553701159497,-0.10590160557239758,-0.11688875460085951,-0.13032896578353415,-0.14010821981105248,-0.7138950136467859
